CODI_CAPA;NOM_CAPA_CAT;NOM_CAPA_CAST;NOM_CAPA_ANG;COORD_X;COORD_Y;EQUIPAMENT;TELEFON;ADRECA
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;429079,099;4584444,249;METRO (L3) - LESSEPS-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;429083,159;4582431,955;METRO (L5) - HOSPITAL CLÍNIC (C. del Comte d'Urgell)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;429109,564;4582493,498;METRO (L5) - HOSPITAL CLÍNIC-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;429175,14;4582483,281;METRO (L5) - HOSPITAL CLÍNIC (C. de Villarroel)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;429175,608;4583674,947;FGC (L6,L7) - GRÀCIA (C. de Marià Cubí)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;429242,29;4583714,245;FGC (L6,L7) - GRÀCIA (Pl. de Gal·la Placídia)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;429248,257;4583660,389;FGC (L6,L7) - GRÀCIA-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;429275,957;4583997,944;METRO (L3) - FONTANA (C. Gran de Gràcia)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;429277,006;4583964,626;METRO (L3) - FONTANA-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;429348,009;4581385,042;METRO (L1) - ROCAFORT (C. de Rocafort)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;429384,392;4581341,938;METRO (L1) - ROCAFORT (C. de Rocafort)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;429389,125;4581393,415;METRO (L1) - ROCAFORT-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;429427,831;4581449,303;METRO (L1) - ROCAFORT (Gv. Corts Catalanes)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;429449,174;4581427,433;METRO (L1) - ROCAFORT (Gv. Corts Catalanes)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;429483,749;4586323,27;METRO (L5) - EL CARMEL (C. de Llobregós - Mercat)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;429494,31;4586438,44;METRO (L5) - EL CARMEL-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;429574,375;4586528,855;METRO (L5) - EL CARMEL (Pl. de Pastrana)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;429614,14;4587877,779;METRO (L3) - VALLDAURA-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;429666,075;4587939,167;METRO (L3) - VALLDAURA-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;429671,428;4582968,673;FGC (L6,L7) - PROVENÇA (C. del Rossellò)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;429696,583;4582918,15;FGC (L6,L7) - PROVENÇA-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;429708,402;4581713,024;METRO (L1) - URGELL (Gv. Corts Catalanes)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;429726,943;4582853,67;FGC (L6,L7) - PROVENÇA (C. de Provença)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;429742,701;4583088,898;METRO (L5) - DIAGONAL (Rambla de Catalunya)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;429749,918;4580953,639;METRO (L3) - POBLE SEC (C. de Manso)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;429759,133;4580914,662;METRO (L3) - POBLE SEC (Av. del Paral.lel)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;429772,467;4581756,968;METRO (L1) - URGELL-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;429794,476;4583097,84;METRO (L5) - DIAGONAL (C. del Rosselló)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;429799,39;4583136,796;METRO (L5) - DIAGONAL-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;429802,129;4587014,385;METRO (L5) - HORTA (Bda. de la Plana)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;429810,742;4581811,859;METRO (L1) - URGELL (Gv. Corts Catalanes)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;429838,315;4580944,66;METRO (L3) - POBLE SEC-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;429843,868;4581779,646;METRO (L1) - URGELL (C. de Villarroel)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;429846,947;4583272,096;METRO (L3) - DIAGONAL (Pl. Joan Carles I)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;429881,373;4583294,571;METRO (L3) - DIAGONAL (Av. Diagonal)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;429910,136;4583232,077;METRO (L3) - DIAGONAL-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;429911,896;4583195,073;METRO (L3) - DIAGONAL (Pg. de Gràcia)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;429941,182;4580949,994;METRO (L3) - POBLE SEC (Av. del Paral.lel)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;429946,138;4583230,594;METRO (L3) - DIAGONAL (Pg. de Gràcia)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;429947,505;4587003,934;METRO (L5) - HORTA (C. del Tajo)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;429989,786;4580949,525;METRO (L3) - POBLE SEC (Av. del Paral.lel)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430005,615;4587007,007;METRO (L5) - HORTA-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430010,072;4587038,011;METRO (L5) - HORTA (Pl. d'Eivissa)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430095,306;4581387,718;METRO (L2) - SANT ANTONI (C. Comte d'Urgell)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430105,681;4581475,704;METRO (L2) - SANT ANTONI-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430112,618;4584373,352;METRO (L4) - JOANIC (C. de l'Escorial)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430119,618;4581557,326;METRO (L2) - SANT ANTONI (C. de Villarroel)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430130,892;4582037,546;METRO (L2) - UNIVERSITAT-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430137,55;4581368,449;METRO (L2) - SANT ANTONI (Rda. Sant Antoni)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430145,976;4584367,417;METRO (L4) - JOANIC (C. de Pi i Margall)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430149,934;4582080,371;METRO (L1) - UNIVERSITAT (Pl. de la Universitat)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430159,221;4584425,246;METRO (L4) - JOANIC-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430166,248;4581981,483;METRO (L2) - UNIVERSITAT (Rda. de Sant Antoni)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430168,298;4582037,765;METRO (L2) - UNIVERSITAT (C. d'Aribau)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430205,007;4582017,752;METRO (L2) - UNIVERSITAT (Rda. de Sant Antoni)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430207,632;4582096,25;METRO (L1) - UNIVERSITAT-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430239,194;4582848,355;METRO (L3) - PASSEIG DE GRÀCIA (Pg. de Gràcia)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430242,368;4582161,846;METRO (L1) - UNIVERSITAT (Rda. de la Universitat)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430249,555;4582911,321;METRO (L3) - PASSEIG DE GRÀCIA-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430254,45;4582125,062;METRO (L1) - UNIVERSITAT (C. de Pelai)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430267,847;4582801,133;METRO (L3) - PASSEIG DE GRÀCIA (C. d'Aragó)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430274,388;4582876,126;METRO (L3) - PASSEIG DE GRÀCIA (Pg. de Gràcia)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430305,018;4582835,423;METRO (L3) - PASSEIG DE GRÀCIA (C. d'Aragó)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430313,406;4585045,521;METRO (L4) - ALFONS X (Pl. d'Alfons el Savi)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430337,852;4582738,983;METRO (L3) - PASSEIG DE GRÀCIA (C. del Consell de Cent)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430354,066;4588325,865;METRO (L3) - CANYELLES (Federico García Lorca)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430398,404;4583551,737;METRO (L5) - VERDAGUER (C. de Girona)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430402,819;4585006,049;METRO (L4) - ALFONS X-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430409,176;4585078,865;METRO (L4) - ALFONS X (Parc de les Aigües)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430428,155;4588364,362;METRO (L3) - CANYELLES-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430436,253;4583561,609;METRO (L5) - VERDAGUER-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430446,512;4582134,85;FGC (L6,L7) - CATALUNYA (C. de Balmes)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430450,943;4588344,22;METRO (L3) - CANYELLES (Parc de Josep Maria Serra Martí)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430463,436;4585035,693;METRO (L4) - ALFONS X (C. de Lepant)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430482,107;4580932,278;METRO (L2) - PARAL·LEL-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430492,299;4587095,408;METRO (L5) - VILAPICINA (C. de Canfranc)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430493,499;4587064,099;METRO (L5) - VILAPICINA (Pg. de Fabra i Puig)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430497,33;4580899,359;METRO (L2) - PARAL·LEL (C. d'en Fontrodona)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430499,451;4582153,888;FGC (L6,L7) - CATALUNYA (C. de Bergara)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430500,64;4583600,069;METRO (L5) - VERDAGUER (C. de Bailèn)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430506,186;4582544,619;METRO (L4) - PASSEIG DE GRÀCIA-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430512,569;4582507,765;METRO (L2) - PASSEIG DE GRÀCIA (Gv. Corts Catalanes)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430514,067;4582549,952;METRO (L4) - PASSEIG DE GRÀCIA (Pg. de Gràcia)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430536,586;4580947,31;METRO (L2) - PARAL·LEL (Av. de Paral.lel)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430556,705;4587119,543;METRO (L5) - VILAPICINA-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430560,33;4582534,999;METRO (L2) - PASSEIG DE GRÀCIA-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430573,165;4582331,995;METRO (L1) - CATALUNYA (Rambla de Catalunya)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430579,417;4582275,812;METRO (L1) - CATALUNYA (Rda. Universitat)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430593,509;4583715,68;METRO (L4) - VERDAGUER-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430593,937;4582508,242;METRO (L2) - PASSEIG DE GRÀCIA (Pg. de Gràcia)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430599,832;4583695,669;METRO (L4) - VERDAGUER (Pg. de Sant Joan)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430614,647;4587091,031;METRO (L5) - VILAPICINA (Pg. de Fabra i Puig)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430654,31;4582109,3;FGC (L6,L7) - CATALUNYA-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430655,351;4582316,135;METRO (L1) - CATALUNYA (Pl. de Catalunya)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430656,711;4582322,209;METRO (L1) - CATALUNYA-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430659,636;4582071,362;METRO (L3) - CATALUNYA (C. de Pelai)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430662,379;4582124,25;FGC (L6,L7) - CATALUNYA (C. de Pelai)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430664,748;4582376,154;METRO (L1) - CATALUNYA (Pg. de Gràcia)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430672,23;4582135,65;METRO (L3) - CATALUNYA (Pl. Catalunya)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430691,101;4580889,951;METRO (L3) - PARAL·LEL (Av. de Paral.lel)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430701,916;4582089,332;METRO (L3) - CATALUNYA (la Rambla)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430720,876;4580939,517;METRO (L3) - PARAL·LEL (C. Nou de la Rambla)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430725,205;4582172,874;METRO (L3) - CATALUNYA-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430744,588;4580928,433;METRO (L3) - PARAL·LEL-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430755,679;4582353,396;METRO (L1) - CATALUNYA (Rda. de Sant Pere)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430756,866;4582145,316;METRO (L3) - CATALUNYA (C. Fontanella)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430777,334;4583120,23;METRO (L4) - GIRONA (C. Consell de Cent)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430817,015;4583116,937;METRO (L4) - GIRONA (C. de Girona)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430823,546;4583168,329;METRO (L4) - GIRONA-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430862,591;4590639,868;METRO (L11) - CAN CUIÀS (C. Circumval·lació - Montcada)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430909,649;4590659,621;METRO (L11) - CAN CUIÀS-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430917,56;4582446,99;METRO (L4) - URQUINAONA (Pl. d'Urquinaona)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430925,285;4581664,301;METRO (L3) - LICEU (La Rambla)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430956,707;4590679,375;METRO (L11) - CAN CUIÀS (C. Tapissers - Montcada)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430958,27;4582529,72;METRO (L1) - URQUINAONA-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430958,318;4582414,33;METRO (L4) - URQUINAONA-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430972,208;4584110,848;METRO (L5) - SAGRADA FAMÍLIA (C. de Sardenya)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430981,696;4582516,355;METRO (L1) - URQUINAONA (Pl. d'Urquinaona)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430984,073;4581580,086;METRO (L3) - LICEU (Pla de la Boqueria)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430985,67;4581546,369;METRO (L3) - LICEU-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430991,016;4587769,542;METRO (L4) - LLUCMAJOR (Pg. del Verdum)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;430995,441;4584082,862;METRO (L5) - SAGRADA FAMÍLIA (C. de Provença)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;431034,214;4582483,33;METRO (L1) - URQUINAONA (C. Jonqueres)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;431039,509;4584149,642;METRO (L5) - SAGRADA FAMÍLIA-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;431041,732;4587824,472;METRO (L4) - LLUCMAJOR-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;431045,392;4582311,742;METRO (L4) - URQUINAONA (Via Laietana)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;431058,862;4587864,888;METRO (L4) - LLUCMAJOR (Pg. del Verdum)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;431069,609;4584203,697;METRO (L5) - SAGRADA FAMÍLIA (C. de la Marina)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;431080,837;4587820,078;METRO (L4) - LLUCMAJOR (Pl. del Jardins d'Alfàbia)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;431082,501;4585469,104;METRO (L4) - HOSPITAL DE SANT PAU-GUINARDÓ (C. del Mas Casanovas)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;431088,588;4587052,485;METRO (L5) - VIRREI AMAT (Pg. Fabra i Puig)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;431089,137;4583095,217;METRO (L2) - TETUAN-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;431096,582;4583131,93;METRO (L2) - TETUAN (Pl. de Tetuan)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;431099,282;4585510,418;METRO (L4) - HOSPITAL DE SANT PAU-GUINARDÓ (C. Sant Quintí)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;431107,105;4585467,956;METRO (L4) - HOSPITAL DE SANT PAU-GUINARDÓ-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;431120,048;4582583,876;METRO (L1) - URQUINAONA (C. Bruc)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;431128,059;4587075,507;METRO (L5) - VIRREI AMAT (C. del Doctor Pi i Molist)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;431147,197;4586956,262;METRO (L5) - VIRREI AMAT (Pl. de Virrei Amat)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;431149,447;4590452,022;METRO (L11) - CIUTAT MERIDIANA (C. Pedraforca)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;431150,028;4586992,614;METRO (L5) - VIRREI AMAT-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;431150,883;4581101,463;METRO (L3) - DRASSANES (C. de Montserrat)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;431163,549;4583056,87;METRO (L2) - TETUAN (Pl. de Tetuan)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;431172,6;4584819,972;METRO (L5) - SANT PAU-DOS DE MAIG (C. de Cartagena)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;431180,049;4588899,519;METRO (L3) - ROQUETES (Vidal i Guasch)                                                              -;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;431180,082;4584118,379;METRO (L2) - SAGRADA FAMÍLIA (Pl. de Gaudí)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;431187,374;4581149,853;METRO (L3) - DRASSANES (C. del Portal de Santa Madrona)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;431207,407;4586934,556;METRO (L5) - VIRREI AMAT (C. de Felip II)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;431211,95;4581116,962;METRO (L3) - DRASSANES-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;431225,563;4581159,269;METRO (L3) - DRASSANES (La Rambla)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;431231,483;4586547,819;METRO (L5) - MARAGALL (Pg.de Maragall)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;431243,454;4584163,242;METRO (L2) - SAGRADA FAMÍLIA-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;431246,49;4584935,663;METRO (L5) - SANT PAU-DOS DE MAIG (C. del Dos de Maig)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;431251,378;4584914,19;METRO (L5) - SANT PAU-DOS DE MAIG-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;431263,861;4588901,417;METRO (L3) - ROQUETES (Pla de Fornells)                                                             -;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;431279,598;4586562,492;METRO (L5) - MARAGALL-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;431283,758;4588952,397;METRO (L3) - ROQUETES                                                                               -;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;431286,339;4586536,812;METRO (L5) - MARAGALL (Av. de Borbó)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;431340,406;4586408,655;METRO (L4,L5) - MARAGALL (Pg. de Maragall)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;431349,36;4586210,143;METRO (L4) - MARAGALL (Rda. del Guinardó)-;;
K001;Metro i línies urbanes FGC                      ;Metro y líneas urbanas FGC                         ;Underground trains                              ;431356,673;4589013,487;METRO (L3) - ROQUETES (Pla dels Cirerers)                                                           -;;
