room_id,accommodates,bathrooms,bedrooms,cancel_pol,l_count,latitude,longitude,minstay,price,property_type,rating,room_type,superhost
2071221,2.0,1.0,1.0,2,1.0,41.383281,2.18151,1.0,65.0,1,5.0,2,0
1137644,0.0,2.0,3.0,2,0.0,41.426791,2.18971,2.0,82.0,1,4.0,1,0
8450553,3.0,2.0,1.0,3,0.0,41.391168,2.128487,1.0,35.0,1,4.5,2,0
893456,2.0,0.0,1.0,3,2.0,41.398975,2.16229,1.0,60.0,1,0.0,2,0
1775920,4.0,1.0,2.0,1,1.0,41.40682,2.160115,0.0,100.0,1,4.5,1,0
6791560,2.0,1.0,1.0,3,1.0,41.378891,2.179034,1.0,45.0,1,0.0,2,0
12193122,4.0,1.0,2.0,1,2.0,41.415796,2.216318,3.0,85.0,1,0.0,1,0
9663802,4.0,1.0,1.0,1,4.0,41.403688,2.167679,3.0,100.0,1,0.0,1,0
4844179,0.0,2.0,5.0,2,0.0,41.374813,2.156851,0.0,180.0,1,4.0,1,0
11407825,2.0,1.0,1.0,3,3.0,41.399868,2.177534,1.0,29.0,1,3.5,2,0
10062656,2.0,1.0,0.0,3,1.0,41.422744,2.176012,1.0,49.0,1,0.0,1,0
432482,4.0,2.0,2.0,1,1.0,41.392878,2.163132,3.0,201.0,1,5.0,1,0
891631,3.0,1.0,2.0,1,1.0,41.409538,2.180035,6.0,80.0,1,5.0,1,0
9011221,2.0,1.0,1.0,1,1.0,41.380345,2.167075,2.0,15.0,1,5.0,3,0
4188013,1.0,1.0,1.0,1,2.0,41.437171,2.173468,2.0,20.0,1,4.5,2,0
8063851,4.0,2.0,2.0,2,1.0,41.408776,2.145698,3.0,100.0,1,0.0,1,0
11307671,2.0,1.0,1.0,1,1.0,41.378892,2.189106,7.0,25.0,1,0.0,2,0
9378642,2.0,1.0,0.0,1,0.0,41.393208,2.190065,0.0,68.0,4,5.0,1,0
8257847,5.0,2.0,2.0,3,0.0,41.398695,2.1829,2.0,79.0,1,4.5,1,0
11004412,0.0,1.0,2.0,2,1.0,41.388852,2.177413,1.0,89.0,1,3.0,1,0
9871098,1.0,1.0,1.0,1,3.0,41.411942,2.193709,2.0,13.0,1,5.0,2,0
723187,1.0,1.0,1.0,3,2.0,41.437467,2.166412,1.0,20.0,6,0.0,2,0
7512537,4.0,1.0,1.0,3,1.0,41.382117,2.130769,1.0,20.0,2,0.0,2,0
5197979,2.0,1.0,1.0,2,1.0,41.393432,2.13309,1.0,30.0,1,4.5,2,0
7798074,2.0,1.0,1.0,3,1.0,41.460237,2.182046,3.0,55.0,1,0.0,2,0
7215651,2.0,1.0,0.0,2,1.0,41.4073,2.15741,0.0,55.0,1,4.5,1,0
5666423,2.0,1.0,1.0,3,1.0,41.40414,2.166664,2.0,52.0,1,5.0,2,0
2401712,2.0,1.0,1.0,2,0.0,41.374022,2.171205,2.0,31.0,1,4.5,2,0
273932,4.0,2.0,2.0,1,0.0,41.39053,2.157939,3.0,7877.0,1,5.0,1,0
7488801,2.0,0.0,1.0,3,1.0,41.387514,2.18166,1.0,75.0,1,0.0,2,0
7097106,4.0,2.0,2.0,1,1.0,41.38195,2.149053,2.0,140.0,1,4.0,1,0
12229335,2.0,1.0,1.0,3,2.0,41.373313,2.163353,1.0,35.0,1,0.0,2,0
12063169,4.0,1.0,2.0,3,0.0,41.373808,2.171255,2.0,125.0,1,0.0,1,0
9071596,2.0,1.0,1.0,2,1.0,41.382055,2.170038,1.0,37.0,1,5.0,2,0
9113733,2.0,1.0,1.0,2,1.0,41.40437,2.152205,1.0,25.0,1,0.0,2,0
481875,0.0,1.0,3.0,1,0.0,41.398602,2.161877,3.0,152.0,1,0.0,1,0
2049135,2.0,2.0,1.0,1,1.0,41.399354,2.167122,7.0,55.0,1,5.0,2,0
10034259,1.0,1.0,1.0,3,1.0,41.410191,2.179277,3.0,30.0,1,0.0,2,0
8515646,4.0,1.0,1.0,3,0.0,41.414767,2.161811,14.0,83.0,1,5.0,1,0
2597133,1.0,1.0,1.0,1,2.0,41.381626,2.178615,2.0,45.0,1,4.5,2,0
1278541,2.0,1.0,1.0,1,0.0,41.404717,2.212377,1.0,25.0,1,4.5,2,0
10555485,0.0,0.0,4.0,1,0.0,41.394116,2.13762,2.0,380.0,1,5.0,1,0
10442745,2.0,1.0,1.0,3,2.0,41.380439,2.176829,1.0,33.0,1,5.0,2,0
8426674,5.0,1.0,3.0,1,1.0,41.376106,2.154112,3.0,90.0,1,4.5,1,0
10558480,3.0,1.0,1.0,2,7.0,41.378558,2.175344,1.0,55.0,1,4.5,2,0
417239,5.0,1.0,2.0,2,1.0,41.402278,2.157419,2.0,95.0,1,5.0,1,0
4381393,2.0,1.0,1.0,3,1.0,41.374138,2.161994,1.0,59.0,2,5.0,2,0
6565202,2.0,1.0,1.0,1,2.0,41.394956,2.180083,1.0,59.0,1,0.0,2,0
1161251,4.0,1.0,1.0,2,1.0,41.399581,2.157878,2.0,85.0,1,5.0,1,0
2639631,1.0,2.0,1.0,2,2.0,41.392993,2.187934,2.0,22.0,1,4.5,2,0
699302,1.0,0.0,1.0,1,0.0,41.376245,2.152084,3.0,25.0,1,5.0,2,0
4012013,2.0,1.0,1.0,2,1.0,41.381081,2.175812,2.0,50.0,1,5.0,2,0
507667,1.0,2.0,1.0,1,2.0,41.396248,2.181908,3.0,38.0,1,5.0,2,0
7288715,4.0,1.0,3.0,1,1.0,41.403081,2.143212,2.0,135.0,1,5.0,1,0
6290341,5.0,1.0,2.0,3,0.0,41.379618,2.165812,1.0,39.0,1,4.5,1,0
10876090,2.0,1.0,1.0,1,1.0,41.400706,2.161266,1.0,35.0,1,3.0,2,0
8896626,2.0,0.0,1.0,3,1.0,41.387103,2.181747,1.0,50.0,1,0.0,2,0
11748009,0.0,2.0,4.0,2,0.0,41.397928,2.149995,3.0,146.0,1,0.0,1,0
10311921,0.0,1.0,2.0,1,3.0,41.416413,2.217773,1.0,46.0,1,0.0,1,0
10581101,0.0,2.0,4.0,1,0.0,41.397158,2.181457,2.0,260.0,1,5.0,1,0
447175,3.0,1.0,2.0,2,1.0,41.40028,2.122773,2.0,90.0,1,5.0,1,0
12033008,3.0,1.0,1.0,1,1.0,41.381881,2.181215,1.0,106.0,1,0.0,1,0
1424694,0.0,1.0,3.0,1,0.0,41.383606,2.129891,0.0,108.0,1,0.0,1,0
3085676,0.0,2.0,2.0,1,0.0,41.401271,2.198715,0.0,189.0,1,4.5,1,0
7955492,1.0,1.0,1.0,3,2.0,41.403389,2.149329,2.0,20.0,7,5.0,2,0
9517784,2.0,1.0,1.0,3,1.0,41.376203,2.128975,2.0,32.0,1,0.0,2,0
369077,3.0,1.0,1.0,1,1.0,41.37683,2.189063,4.0,97.0,1,4.5,1,0
2763312,5.0,1.0,2.0,1,0.0,41.378678,2.154689,3.0,100.0,1,5.0,1,0
2768831,4.0,1.0,1.0,1,2.0,41.396917,2.17027,1.0,65.0,1,4.5,1,0
4635434,4.0,1.0,1.0,3,1.0,41.38522,2.183107,7.0,89.0,8,4.5,1,0
11351527,2.0,1.0,1.0,3,1.0,41.38873,2.147845,1.0,50.0,1,0.0,2,0
5830733,2.0,1.0,1.0,1,1.0,41.381999,2.187383,2.0,39.0,1,5.0,1,0
8062091,0.0,1.0,2.0,2,1.0,41.386178,2.179491,1.0,66.0,1,4.0,1,0
229205,2.0,1.0,1.0,1,1.0,41.382184,2.153899,2.0,39.0,2,5.0,2,0
332531,4.0,1.0,1.0,3,1.0,41.405651,2.183976,1.0,60.0,1,4.5,2,0
10270271,1.0,2.0,1.0,3,1.0,41.396479,2.146533,1.0,33.0,1,0.0,2,0
1517028,5.0,0.0,2.0,1,0.0,41.400088,2.204871,3.0,110.0,1,4.5,1,0
954226,5.0,2.0,3.0,1,0.0,41.39972,2.155922,3.0,100.0,1,4.5,1,0
5039965,2.0,0.0,1.0,1,0.0,41.38284,2.158228,1.0,35.0,1,4.5,2,0
11984074,5.0,1.0,1.0,3,1.0,41.383954,2.17225,1.0,30.0,1,4.0,2,0
1583404,0.0,0.0,4.0,1,0.0,41.411752,2.170499,2.0,75.0,1,4.5,1,0
35379,2.0,2.0,1.0,2,4.0,41.390292,2.152678,2.0,45.0,2,4.5,2,0
7596364,2.0,1.0,1.0,2,1.0,41.405434,2.148278,2.0,49.0,1,0.0,2,0
953704,2.0,1.0,1.0,2,0.0,41.414102,2.17914,1.0,20.0,1,4.5,2,0
6719885,2.0,0.0,1.0,1,2.0,41.407784,2.179426,1.0,32.0,1,4.0,2,0
5609675,2.0,1.0,2.0,2,2.0,41.380321,2.189658,1.0,50.0,1,4.0,1,0
742156,0.0,1.0,2.0,1,0.0,41.410004,2.146319,0.0,38.0,1,4.5,1,0
3744593,5.0,1.0,3.0,1,0.0,41.38549,2.159424,0.0,135.0,1,4.5,1,0
9371759,4.0,1.0,1.0,2,2.0,41.407414,2.179989,2.0,90.0,1,0.0,1,0
4691397,4.0,3.0,1.0,2,8.0,41.395532,2.177772,2.0,30.0,2,4.5,2,0
598329,4.0,1.0,2.0,1,1.0,41.375707,2.186735,3.0,120.0,1,5.0,1,0
9155562,2.0,2.0,1.0,3,1.0,41.395575,2.178407,1.0,35.0,1,0.0,2,0
8902009,2.0,1.0,1.0,2,1.0,41.383515,2.177803,2.0,61.0,1,5.0,2,1
8757303,4.0,1.0,2.0,1,1.0,41.384954,2.182804,1.0,169.0,1,4.0,1,0
12223472,2.0,2.0,1.0,3,2.0,41.400616,2.187617,2.0,30.0,1,0.0,2,0
3223130,2.0,1.0,1.0,2,1.0,41.376267,2.15323,2.0,75.0,1,5.0,1,0
1607133,0.0,1.0,2.0,1,0.0,41.402311,2.159441,3.0,70.0,1,4.5,1,0
1754473,2.0,1.0,1.0,1,3.0,41.39308,2.160507,0.0,39.0,1,4.5,1,0
4274545,4.0,1.0,2.0,3,0.0,41.402501,2.152505,2.0,75.0,1,4.0,1,0
9427293,2.0,1.0,1.0,3,1.0,41.376252,2.154449,1.0,75.0,1,0.0,2,0
7263435,3.0,1.0,1.0,2,1.0,41.381963,2.167471,2.0,47.0,1,4.5,2,0
4014762,1.0,1.0,1.0,2,1.0,41.422125,2.1781,6.0,29.0,1,5.0,2,0
6640385,2.0,1.0,1.0,3,1.0,41.410742,2.151099,1.0,63.0,2,0.0,2,0
4697775,3.0,1.0,1.0,2,1.0,41.407887,2.145107,0.0,3731.0,1,4.0,1,0
546884,0.0,1.0,2.0,1,0.0,41.402607,2.170896,3.0,211.0,1,0.0,1,0
3984001,2.0,1.0,0.0,2,0.0,41.393235,2.15391,2.0,60.0,1,4.0,1,0
7172379,2.0,1.0,1.0,2,1.0,41.396159,2.174173,3.0,29.0,1,5.0,2,0
11331707,0.0,1.0,2.0,3,2.0,41.399572,2.207089,4.0,23450.0,1,0.0,1,0
9956908,2.0,1.0,0.0,2,1.0,41.399394,2.176628,5.0,69.0,1,5.0,1,0
6504617,3.0,1.0,0.0,1,1.0,41.383259,2.1849,2.0,141.0,1,5.0,1,0
3611683,4.0,1.0,3.0,1,0.0,41.395482,2.151382,0.0,130.0,1,5.0,1,0
696301,2.0,1.0,1.0,3,1.0,41.388572,2.176516,1.0,39.0,1,4.0,2,0
8187681,2.0,1.0,1.0,2,1.0,41.381682,2.187568,2.0,30.0,1,4.5,2,0
7091925,4.0,1.0,1.0,1,5.0,41.401152,2.195489,2.0,65.0,1,4.5,1,0
2773906,2.0,2.0,1.0,3,1.0,41.372757,2.16542,1.0,70.0,8,4.5,2,0
11547604,2.0,1.0,1.0,3,1.0,41.39183,2.154736,1.0,45.0,1,0.0,2,0
9951955,4.0,1.0,0.0,1,0.0,41.381282,2.175168,1.0,59.0,1,4.0,1,0
10447043,4.0,1.0,3.0,3,1.0,41.403051,2.157058,1.0,34.0,1,4.0,1,0
1478286,2.0,1.0,1.0,1,1.0,41.438879,2.200585,3.0,35.0,1,5.0,2,1
6573804,2.0,2.0,1.0,2,0.0,41.410028,2.181903,1.0,11.0,6,4.5,3,0
11542076,1.0,1.0,1.0,1,1.0,41.378272,2.190377,1.0,20.0,1,5.0,2,0
10876112,2.0,1.0,1.0,1,1.0,41.385363,2.158214,6.0,385.0,1,0.0,1,0
689772,2.0,1.0,1.0,1,2.0,41.379688,2.175466,2.0,75.0,2,4.5,2,0
551378,0.0,2.0,4.0,2,1.0,41.39339,2.156123,2.0,101.0,1,4.5,1,0
234567,5.0,1.0,2.0,1,4.0,41.390518,2.165459,1.0,150.0,1,5.0,1,0
10160869,2.0,2.0,1.0,1,5.0,41.415476,2.164289,3.0,19.0,1,0.0,2,0
9060787,2.0,1.0,1.0,3,1.0,41.386715,2.155719,1.0,94.0,1,0.0,2,0
1013513,3.0,2.0,1.0,1,0.0,41.399139,2.184307,2.0,62.0,2,5.0,2,0
9893820,0.0,1.0,2.0,2,2.0,41.379161,2.165417,0.0,19.0,1,4.5,1,0
922332,4.0,1.0,2.0,3,5.0,41.380204,2.163759,1.0,65.0,1,4.5,1,0
501924,2.0,1.0,1.0,2,1.0,41.389042,2.143662,2.0,33.0,2,5.0,2,0
10185189,2.0,1.0,1.0,2,2.0,41.409255,2.137987,1.0,31.0,1,4.5,2,0
5635820,1.0,0.0,1.0,2,2.0,41.373791,2.162214,2.0,43.0,1,0.0,2,0
5296764,4.0,1.0,2.0,2,1.0,41.406985,2.17558,6.0,105.0,1,4.5,1,0
5518911,3.0,1.0,1.0,3,1.0,41.441085,2.177385,1.0,80.0,7,0.0,2,0
7140173,0.0,2.0,3.0,1,0.0,41.385207,2.164834,2.0,100.0,1,4.0,1,0
293502,4.0,1.0,1.0,1,0.0,41.377313,2.180968,0.0,75.0,1,4.5,1,0
6496950,4.0,1.0,2.0,1,0.0,41.405081,2.179978,1.0,110.0,1,5.0,1,0
2588674,4.0,1.0,2.0,1,1.0,41.37325,2.167396,0.0,65.0,1,4.5,1,0
11904039,3.0,0.0,2.0,2,1.0,41.388368,2.141804,2.0,95.0,1,4.0,1,0
2451782,3.0,1.0,1.0,3,2.0,41.405993,2.170607,2.0,35.0,1,4.5,2,0
11649350,2.0,1.0,1.0,3,1.0,41.412198,2.159948,3.0,30.0,1,0.0,2,0
9591201,5.0,2.0,3.0,1,2.0,41.399792,2.147247,1.0,246.0,1,0.0,1,0
11584059,1.0,1.0,1.0,3,1.0,41.382373,2.169954,1.0,35.0,1,0.0,2,0
6294064,1.0,1.0,1.0,3,1.0,41.381919,2.157783,1.0,18.0,1,4.0,3,0
9712764,1.0,2.0,1.0,2,0.0,41.408985,2.181925,1.0,10.0,6,4.5,3,0
10938,4.0,1.0,2.0,2,1.0,41.432447,2.17098,3.0,75.0,1,5.0,1,0
6898132,2.0,2.0,1.0,2,3.0,41.382192,2.176755,1.0,50.0,1,5.0,2,0
8067911,4.0,2.0,1.0,1,4.0,41.38194,2.159922,2.0,71.0,1,4.0,2,0
9709056,4.0,1.0,1.0,3,1.0,41.385694,2.174651,2.0,85.0,1,3.5,1,0
4065756,2.0,2.0,1.0,1,0.0,41.416495,2.217698,4.0,50.0,1,4.0,2,0
255186,2.0,1.0,1.0,1,1.0,41.410765,2.149414,3.0,25.0,1,4.5,2,0
11187664,0.0,1.0,3.0,3,2.0,41.379821,2.159357,2.0,99.0,1,0.0,1,0
8590981,4.0,1.0,2.0,1,2.0,41.402502,2.166901,1.0,72.0,1,4.5,1,0
1775452,2.0,0.0,1.0,1,2.0,41.409041,2.184624,2.0,38.0,1,4.5,2,0
7597230,1.0,1.0,1.0,2,1.0,41.380587,2.163716,2.0,35.0,1,4.5,2,0
11231083,4.0,1.0,1.0,1,2.0,41.381803,2.172694,0.0,207.0,1,4.0,1,0
12026327,2.0,1.0,1.0,3,1.0,41.376423,2.145927,1.0,41.0,1,0.0,2,0
995920,2.0,1.0,1.0,2,1.0,41.410602,2.140105,2.0,15.0,1,4.5,2,0
8874644,4.0,1.0,2.0,1,1.0,41.390512,2.173331,3.0,92.0,1,4.5,2,0
2411106,4.0,2.0,2.0,1,0.0,41.381501,2.160591,0.0,119.0,1,4.5,1,0
1298718,2.0,1.0,1.0,3,1.0,41.402219,2.1536,1.0,50.0,1,4.5,1,0
2411105,2.0,1.0,1.0,1,2.0,41.386251,2.160636,1.0,59.0,2,5.0,2,0
6231327,0.0,1.0,2.0,2,0.0,41.406426,2.170159,0.0,95.0,1,4.5,1,0
11781459,4.0,1.0,1.0,3,0.0,41.381826,2.181039,5.0,80.0,1,0.0,1,0
912414,3.0,1.0,1.0,2,1.0,41.374854,2.146315,4.0,65.0,1,4.5,1,0
5335395,4.0,1.0,1.0,3,0.0,41.382856,2.161542,3.0,82.0,1,4.5,1,0
2415344,3.0,1.0,1.0,1,0.0,41.38045,2.165087,3.0,20.0,1,4.0,1,0
2662683,2.0,1.0,1.0,1,0.0,41.387138,2.167693,0.0,80.0,1,4.5,1,0
6867768,1.0,1.0,1.0,2,2.0,41.403953,2.148275,7.0,17.0,1,5.0,2,0
694516,1.0,1.0,1.0,1,1.0,41.427622,2.169456,1.0,38.0,1,5.0,2,0
11732271,3.0,1.0,1.0,1,2.0,41.381325,2.162022,2.0,35.0,1,0.0,2,0
2718991,4.0,1.0,2.0,3,1.0,41.393884,2.187942,3.0,70.0,8,0.0,1,0
3725361,2.0,1.0,1.0,1,2.0,41.397137,2.19959,1.0,29.0,1,5.0,2,0
9872527,2.0,1.0,1.0,3,1.0,41.382858,2.174815,1.0,40.0,1,5.0,3,0
9203738,3.0,0.0,1.0,1,0.0,41.383381,2.171594,2.0,100.0,1,4.0,1,0
7591641,2.0,0.0,1.0,3,1.0,41.389507,2.15879,2.0,45.0,1,0.0,2,0
3081744,3.0,1.0,1.0,1,3.0,41.423182,2.201833,1.0,25.0,1,4.5,2,0
8771711,2.0,1.0,1.0,3,1.0,41.425487,2.18813,1.0,25.0,2,5.0,2,0
10880436,3.0,1.0,1.0,1,4.0,41.381343,2.184304,2.0,35.0,1,4.5,2,0
9708016,0.0,1.0,4.0,3,6.0,41.405901,2.180216,1.0,93.0,1,3.5,1,0
10010274,4.0,1.0,1.0,1,1.0,41.384796,2.18073,0.0,65.0,1,0.0,1,0
3592392,4.0,1.0,1.0,2,0.0,41.375812,2.132027,0.0,55.0,1,4.5,1,0
1814524,2.0,1.0,1.0,2,1.0,41.391405,2.186352,1.0,30.0,1,5.0,2,0
801237,0.0,2.0,3.0,1,0.0,41.41108,2.177745,0.0,95.0,1,4.5,1,0
9297670,3.0,1.0,1.0,1,0.0,41.377713,2.143033,3.0,68.0,1,4.5,1,0
3000013,3.0,1.0,1.0,2,1.0,41.398352,2.15518,3.0,120.0,1,5.0,1,0
11452994,2.0,2.0,1.0,3,0.0,41.384625,2.174024,2.0,30.0,1,5.0,2,0
5671013,4.0,1.0,2.0,1,0.0,41.383286,2.140316,3.0,57.0,1,4.5,1,0
8190334,2.0,1.0,1.0,2,1.0,41.393586,2.15574,2.0,35.0,1,5.0,2,0
7800320,2.0,1.0,1.0,2,1.0,41.392652,2.175242,2.0,30.0,1,5.0,2,0
4422386,4.0,1.0,2.0,2,3.0,41.396283,2.205253,1.0,130.0,1,4.5,1,0
12289235,4.0,1.0,1.0,2,1.0,41.393023,2.188385,0.0,86.0,8,0.0,1,0
7243623,4.0,1.0,2.0,1,3.0,41.380121,2.168282,2.0,49.0,1,4.5,1,0
3740626,3.0,1.0,1.0,1,1.0,41.411848,2.19863,2.0,61.0,8,4.0,1,0
3984221,13.0,5.0,1.0,1,0.0,41.378165,2.154887,1.0,85.0,9,4.5,2,0
2966368,2.0,2.0,1.0,1,7.0,41.37676,2.149482,2.0,25.0,1,4.0,2,0
1196515,2.0,2.0,1.0,1,1.0,41.386557,2.179722,3.0,40.0,1,4.5,2,0
11355524,1.0,1.0,1.0,1,0.0,41.375129,2.152936,1.0,50.0,1,4.0,2,0
765443,1.0,1.0,1.0,1,4.0,41.385807,2.176626,2.0,18.0,1,4.5,2,0
1340564,4.0,0.0,1.0,2,1.0,41.400114,2.16661,1.0,40.0,1,4.5,2,0
7924699,4.0,1.0,1.0,3,1.0,41.408481,2.209893,1.0,75.0,1,0.0,1,0
5312161,2.0,2.0,1.0,2,4.0,41.376132,2.157126,4.0,30.0,1,4.0,2,0
2500759,4.0,1.0,2.0,1,7.0,41.394774,2.154989,0.0,105.0,1,4.5,1,0
3789311,2.0,0.0,1.0,1,1.0,41.373353,2.165739,2.0,41.0,1,4.5,2,0
3476107,2.0,1.0,1.0,1,1.0,41.402019,2.162012,5.0,25.0,1,3.5,2,0
10767261,4.0,2.0,2.0,1,1.0,41.390053,2.175222,2.0,275.0,1,0.0,2,0
10515281,1.0,1.0,1.0,1,2.0,41.405697,2.164649,2.0,25.0,1,0.0,2,0
190617,3.0,1.0,2.0,2,1.0,41.409667,2.151105,4.0,44.0,1,4.5,1,0
8189155,2.0,1.0,1.0,1,2.0,41.426513,2.189948,1.0,24.0,7,4.5,2,0
2077957,0.0,1.0,2.0,1,1.0,41.393663,2.152626,3.0,101.0,1,4.5,1,0
7316023,2.0,1.0,1.0,3,1.0,41.388215,2.138846,1.0,45.0,1,5.0,2,0
7136825,2.0,1.0,1.0,1,2.0,41.388597,2.158089,2.0,46.0,1,5.0,2,0
10468388,4.0,1.0,2.0,3,2.0,41.389572,2.141638,3.0,76.0,4,4.5,1,0
1326848,2.0,2.0,1.0,2,1.0,41.376773,2.116145,7.0,80.0,8,5.0,1,0
9517933,2.0,0.0,1.0,3,0.0,41.412963,2.139634,1.0,21.0,1,5.0,2,0
11034198,0.0,1.0,2.0,1,0.0,41.401194,2.156685,0.0,59.0,1,3.0,1,0
8951827,2.0,1.0,1.0,3,3.0,41.379152,2.183126,2.0,80.0,3,5.0,2,0
11385480,0.0,0.0,1.0,2,1.0,41.377274,2.164469,1.0,60.0,1,5.0,2,0
4116665,0.0,2.0,1.0,1,1.0,41.384047,2.145036,3.0,149.0,8,0.0,1,0
9862962,3.0,1.0,1.0,3,1.0,41.387717,2.180169,1.0,50.0,1,5.0,3,0
11651348,2.0,1.0,1.0,1,1.0,41.378171,2.151551,1.0,120.0,1,0.0,2,0
5365867,0.0,1.0,2.0,3,0.0,41.380779,2.166664,1.0,46.0,1,4.5,1,0
964539,1.0,2.0,1.0,1,2.0,41.410124,2.207981,2.0,18.0,7,4.5,2,0
3750851,2.0,1.0,1.0,1,1.0,41.381994,2.147524,4.0,3800.0,1,5.0,2,0
11834623,2.0,1.0,0.0,1,0.0,41.372434,2.167151,2.0,100.0,1,0.0,1,0
6347319,2.0,2.0,1.0,3,1.0,41.373979,2.162918,2.0,3939.0,8,4.0,2,0
2389049,4.0,1.0,1.0,2,4.0,41.373573,2.155505,2.0,59.0,1,4.5,1,0
8160503,1.0,1.0,1.0,3,2.0,41.405209,2.171861,1.0,33.0,1,0.0,2,0
8981612,2.0,0.0,1.0,3,1.0,41.385469,2.180473,1.0,53.0,1,4.5,2,0
7658950,3.0,1.0,0.0,3,1.0,41.379897,2.16684,1.0,35.0,1,0.0,1,0
7658953,2.0,0.0,1.0,3,0.0,41.408558,2.17338,1.0,39.0,1,4.5,2,0
7003642,0.0,1.0,2.0,1,0.0,41.40774,2.166875,0.0,95.0,1,0.0,1,0
11983852,0.0,1.0,2.0,3,0.0,41.375182,2.173764,0.0,144.0,1,0.0,1,0
8560321,2.0,1.0,1.0,3,1.0,41.387902,2.132429,1.0,30.0,1,0.0,2,0
11694040,3.0,1.0,1.0,1,1.0,41.381351,2.161017,2.0,45.0,1,4.5,1,0
1506719,2.0,2.0,1.0,2,1.0,41.399319,2.150552,1.0,20.0,1,4.5,2,0
216699,2.0,1.0,1.0,2,1.0,41.384842,2.177958,2.0,42.0,1,5.0,2,0
1862225,0.0,2.0,3.0,2,3.0,41.396659,2.166681,2.0,120.0,1,4.5,1,0
9345077,2.0,1.0,1.0,1,1.0,41.378047,2.190096,1.0,50.0,4,4.5,2,0
10097599,2.0,1.0,1.0,3,1.0,41.380971,2.173375,2.0,99.0,1,4.5,1,0
1305869,3.0,1.0,1.0,1,0.0,41.408835,2.186157,2.0,39.0,1,4.5,2,0
1790255,2.0,1.0,1.0,2,1.0,41.380274,2.176105,1.0,60.0,1,5.0,2,0
11109441,3.0,1.0,1.0,3,1.0,41.414034,2.161999,1.0,45.0,1,5.0,2,0
182877,0.0,2.0,4.0,1,1.0,41.395618,2.141158,1.0,180.0,1,4.0,1,0
7382539,2.0,2.0,1.0,3,1.0,41.382674,2.161744,1.0,20.0,1,5.0,2,0
10358760,2.0,1.0,1.0,3,3.0,41.381611,2.17345,0.0,59.0,9,4.5,2,0
8188993,1.0,1.0,1.0,2,1.0,41.376334,2.13964,1.0,22.0,1,4.5,2,0
9540256,3.0,1.0,1.0,2,4.0,41.382781,2.155485,2.0,25.0,1,0.0,2,0
5002173,2.0,1.0,1.0,1,1.0,41.3802,2.15807,2.0,49.0,1,4.5,2,0
3820831,2.0,0.0,1.0,1,2.0,41.390427,2.182858,1.0,38.0,1,4.5,2,0
6639960,4.0,0.0,1.0,1,2.0,41.389417,2.152273,31.0,61.0,1,5.0,2,0
7395535,4.0,1.0,0.0,2,0.0,41.396725,2.175005,3.0,40.0,1,4.5,1,0
3635491,3.0,1.0,1.0,3,1.0,41.388572,2.178688,1.0,78.0,1,0.0,1,0
4558596,0.0,1.0,3.0,2,0.0,41.411437,2.160641,3.0,130.0,1,3.0,1,0
11491110,3.0,1.0,1.0,3,1.0,41.375521,2.166426,1.0,60.0,1,4.0,2,0
5328599,4.0,1.0,2.0,1,0.0,41.399487,2.19614,3.0,90.0,1,4.5,1,0
8298893,2.0,1.0,0.0,1,1.0,41.383672,2.173643,2.0,70.0,1,5.0,1,0
10586335,2.0,1.0,1.0,3,0.0,41.386342,2.174835,2.0,35.0,1,4.0,2,0
2784802,2.0,1.0,1.0,1,1.0,41.409374,2.178996,1.0,82.0,1,4.0,1,0
4544081,3.0,2.0,1.0,2,3.0,41.370022,2.144131,1.0,2280.0,1,4.5,2,0
3308296,4.0,1.0,2.0,1,0.0,41.39998,2.160209,3.0,71.0,1,4.5,1,0
2755738,4.0,1.0,2.0,2,1.0,41.379031,2.161629,2.0,90.0,1,4.5,1,0
9466425,5.0,1.0,3.0,3,1.0,41.413495,2.154393,3.0,80.0,7,4.0,1,0
6484533,1.0,1.0,1.0,3,1.0,41.379381,2.169866,3.0,20.0,1,5.0,2,0
6634822,2.0,1.0,1.0,2,3.0,41.400392,2.177113,3.0,23.0,1,4.5,2,0
2788720,5.0,0.0,2.0,1,2.0,41.40296,2.174487,1.0,55.0,1,5.0,1,0
8234787,2.0,1.0,1.0,3,1.0,41.379754,2.190195,1.0,40.0,1,4.5,2,0
4158947,2.0,1.0,1.0,2,2.0,41.409648,2.188125,1.0,30.0,1,5.0,2,0
6083039,2.0,1.0,1.0,2,2.0,41.408441,2.182077,1.0,40.0,1,4.5,2,0
10690543,0.0,2.0,3.0,1,2.0,41.40594,2.133753,2.0,320.0,1,0.0,1,0
5211302,2.0,1.0,1.0,1,0.0,41.374432,2.14756,2.0,55.0,7,4.5,2,0
1850472,2.0,0.0,1.0,3,1.0,41.382305,2.172261,1.0,60.0,2,5.0,2,0
11979731,3.0,1.0,0.0,1,0.0,41.380935,2.186722,0.0,75.0,1,0.0,1,0
639137,4.0,1.0,1.0,1,0.0,41.384198,2.143419,1.0,75.0,8,1.0,1,0
3005533,4.0,1.0,1.0,1,1.0,41.391187,2.200126,2.0,111.0,1,4.5,1,0
862524,4.0,1.0,1.0,1,2.0,41.388585,2.164843,3.0,145.0,1,4.5,1,0
7003233,4.0,1.0,2.0,1,1.0,41.406792,2.183957,3.0,100.0,1,4.0,1,0
8379811,0.0,2.0,0.0,1,0.0,41.395362,2.192362,0.0,95.0,1,4.5,1,0
