room_id,accommodates,bathrooms,bedrooms,cancel_pol,l_count,latitude,longitude,minstay,price,property_type,rating,room_type,superhost
6145281,3.0,1.0,2.0,1,1.0,41.414837,2.16514,2.0,42.0,1,4.0,1,0
5183788,3.0,1.0,1.0,1,1.0,41.407495,2.164662,2.0,46.0,1,4.5,2,0
237895,2.0,1.0,1.0,2,2.0,41.398954,2.182998,3.0,47.0,1,5.0,2,0
7914161,1.0,1.0,1.0,2,1.0,41.381997,2.178972,3.0,25.0,1,4.5,2,0
9483169,0.0,2.0,3.0,1,27.0,41.38012,2.175304,4.0,217.0,1,4.0,1,0
11524534,3.0,1.0,2.0,1,1.0,41.384642,2.168348,4.0,110.0,4,5.0,1,0
6456174,1.0,1.0,1.0,1,3.0,41.402995,2.157636,1.0,15.0,1,4.5,2,0
7671463,2.0,1.0,1.0,1,2.0,41.377023,2.161287,1.0,30.0,1,5.0,2,0
11417973,2.0,1.0,1.0,3,1.0,41.380676,2.190354,1.0,24.0,1,3.0,2,0
6563792,2.0,1.0,1.0,2,1.0,41.372959,2.169065,1.0,61.0,1,5.0,2,0
1847411,2.0,1.0,1.0,2,1.0,41.372852,2.15973,2.0,32.0,1,5.0,2,0
6825249,0.0,0.0,3.0,1,2.0,41.408125,2.206063,0.0,150.0,1,5.0,1,0
12179420,2.0,1.0,1.0,3,1.0,41.393221,2.144999,4.0,29.0,1,0.0,2,0
7941854,1.0,1.0,1.0,2,2.0,41.386118,2.151128,1.0,26.0,1,0.0,2,0
11411750,3.0,1.0,1.0,3,4.0,41.376092,2.160195,1.0,99.0,1,0.0,1,0
8675186,2.0,1.0,1.0,3,2.0,41.381055,2.173837,1.0,19.0,9,4.0,2,0
1495291,4.0,1.0,2.0,2,1.0,41.412258,2.138147,2.0,160.0,1,5.0,1,0
2112980,2.0,1.0,0.0,1,2.0,41.389249,2.161159,4.0,108.0,1,5.0,1,0
6633007,1.0,1.0,1.0,1,1.0,41.383966,2.179872,1.0,25.0,1,5.0,2,0
9271547,4.0,0.0,2.0,2,1.0,41.385149,2.173748,2.0,96.0,1,5.0,1,0
3054086,4.0,1.0,1.0,2,1.0,41.374302,2.145358,3.0,105.0,1,5.0,1,0
10135473,2.0,2.0,1.0,3,5.0,41.398797,2.175487,1.0,16.0,1,4.0,2,0
11822467,2.0,0.0,1.0,3,2.0,41.380276,2.189055,1.0,2338.0,7,0.0,2,0
7725978,3.0,1.0,1.0,1,12.0,41.381691,2.189632,3.0,61.0,1,4.5,1,0
11062784,1.0,1.0,1.0,3,1.0,41.406852,2.171282,1.0,60.0,1,0.0,2,0
11234268,0.0,1.0,1.0,2,1.0,41.407934,2.157747,1.0,60.0,1,5.0,2,0
11193351,3.0,1.0,1.0,1,1.0,41.384573,2.154352,4.0,100.0,1,5.0,1,0
6204594,4.0,1.0,0.0,1,9.0,41.396623,2.159789,3.0,90.0,1,4.5,1,0
9951702,4.0,1.0,0.0,1,2.0,41.382029,2.176344,2.0,41.0,1,4.5,1,0
256677,2.0,1.0,1.0,3,1.0,41.380648,2.176289,3.0,50.0,1,4.5,2,0
3435604,2.0,0.0,1.0,1,4.0,41.380825,2.177612,2.0,20.0,1,5.0,2,0
4568947,2.0,1.0,1.0,1,1.0,41.391586,2.152946,2.0,30.0,9,4.5,2,0
5777440,1.0,1.0,1.0,2,3.0,41.382149,2.169935,2.0,32.0,1,4.5,2,0
3082152,2.0,1.0,1.0,1,3.0,41.4023,2.146661,0.0,40.0,1,5.0,1,0
747274,0.0,2.0,3.0,1,1.0,41.391443,2.158176,0.0,110.0,1,4.5,1,0
3219190,0.0,2.0,4.0,1,1.0,41.387857,2.159547,0.0,60.0,1,4.5,1,0
10514507,4.0,0.0,2.0,3,1.0,41.385364,2.200774,2.0,104.0,3,4.0,1,0
11885430,0.0,2.0,3.0,2,5.0,41.386948,2.166924,3.0,310.0,1,0.0,1,0
317727,4.0,2.0,1.0,1,1.0,41.376579,2.151599,3.0,75.0,1,4.5,1,0
9275394,2.0,1.0,1.0,3,1.0,41.381016,2.17738,2.0,47.0,4,0.0,3,0
656635,0.0,1.0,3.0,1,1.0,41.410993,2.153286,1.0,235.0,1,4.5,1,0
9555049,2.0,1.0,1.0,1,1.0,41.402871,2.166855,3.0,50.0,7,0.0,2,0
3326883,2.0,2.0,1.0,3,1.0,41.405791,2.136494,1.0,60.0,1,0.0,2,0
951364,4.0,1.0,1.0,1,53.0,41.392172,2.154354,0.0,89.0,1,4.5,1,0
5916233,2.0,1.0,1.0,2,2.0,41.384064,2.17751,3.0,30.0,1,4.5,2,0
2037200,4.0,1.0,1.0,1,1.0,41.380057,2.16491,2.0,99.0,1,4.5,1,0
11764037,2.0,1.0,1.0,2,1.0,41.401264,2.15066,4.0,85.0,1,0.0,1,0
4940809,2.0,1.0,1.0,2,1.0,41.396963,2.154202,1.0,62.0,1,5.0,2,0
9357147,2.0,0.0,1.0,1,3.0,41.397274,2.184697,1.0,35.0,1,3.5,2,0
3148957,2.0,1.0,1.0,3,1.0,41.40375,2.202047,2.0,65.0,1,5.0,2,0
7781821,1.0,0.0,1.0,3,1.0,41.369598,2.131908,1.0,35.0,1,5.0,2,0
10672330,4.0,1.0,1.0,2,1.0,41.399971,2.208521,1.0,61.0,1,4.5,1,0
8880938,4.0,1.0,3.0,3,2.0,41.374364,2.172521,3.0,68.0,1,5.0,1,0
11486228,2.0,1.0,1.0,3,1.0,41.399541,2.185167,1.0,59.0,1,0.0,2,0
320506,2.0,1.0,1.0,2,1.0,41.371859,2.168032,4.0,99.0,1,4.5,1,0
6535108,4.0,1.0,1.0,1,9.0,41.378622,2.188101,2.0,130.0,1,4.5,1,0
12040346,4.0,1.0,2.0,1,43.0,41.410415,2.180179,2.0,145.0,1,0.0,1,0
11029705,4.0,1.0,1.0,3,14.0,41.384492,2.167311,0.0,99.0,1,4.0,1,0
10224619,2.0,1.0,1.0,2,3.0,41.398462,2.15578,0.0,111.0,1,4.5,1,0
1259917,4.0,1.0,1.0,2,1.0,41.429683,2.191849,3.0,37.0,1,4.5,1,0
6870003,2.0,1.0,1.0,3,1.0,41.407817,2.186646,1.0,45.0,1,0.0,2,0
790748,0.0,1.0,2.0,2,3.0,41.378374,2.137378,0.0,66.0,1,4.5,1,0
6973304,0.0,2.0,4.0,1,4.0,41.410433,2.180994,3.0,131.0,1,4.0,1,0
919483,4.0,1.0,1.0,3,7.0,41.374069,2.168634,2.0,79.0,1,4.5,1,0
8521164,1.0,1.0,1.0,3,2.0,41.370974,2.164243,1.0,11.0,1,5.0,2,0
1056132,2.0,1.0,1.0,2,2.0,41.379445,2.16334,2.0,40.0,1,4.5,2,0
11972029,2.0,1.0,1.0,2,4.0,41.403532,2.176635,1.0,30.0,7,0.0,2,0
11898526,0.0,1.0,2.0,1,28.0,41.404783,2.175301,0.0,165.0,1,0.0,1,0
1017317,2.0,1.0,1.0,1,2.0,41.444737,2.185152,3.0,28.0,8,4.5,1,0
8531081,1.0,1.0,1.0,1,1.0,41.379163,2.189568,3.0,27.0,4,4.5,2,0
11585353,1.0,1.0,1.0,1,1.0,41.399813,2.199708,2.0,35.0,1,4.5,2,0
5845506,1.0,1.0,1.0,3,1.0,41.414598,2.163678,1.0,50.0,1,0.0,2,0
4857408,2.0,1.0,1.0,1,3.0,41.375295,2.147896,2.0,45.0,1,4.0,2,0
11651262,2.0,0.0,1.0,3,1.0,41.396763,2.177799,1.0,32.0,1,0.0,2,0
7140427,2.0,1.0,1.0,1,6.0,41.396739,2.159689,0.0,40.0,1,5.0,2,0
3753467,5.0,1.0,3.0,2,1.0,41.404073,2.169412,3.0,80.0,1,4.5,1,0
343866,2.0,1.0,1.0,1,3.0,41.405449,2.157195,2.0,79.0,1,4.5,1,0
4304038,4.0,2.0,1.0,3,2.0,41.381379,2.158355,1.0,130.0,1,5.0,1,0
11579060,2.0,1.0,1.0,2,1.0,41.378417,2.146851,1.0,39.0,1,5.0,2,0
7120827,3.0,1.0,0.0,2,5.0,41.4087,2.161328,1.0,40.0,8,3.0,1,0
5289980,2.0,1.0,1.0,1,2.0,41.38784,2.162214,3.0,50.0,1,4.5,2,0
9354654,2.0,2.0,1.0,1,0.0,41.397091,2.160953,0.0,47.0,1,4.5,2,0
5624887,2.0,1.0,1.0,3,2.0,41.390779,2.154679,2.0,50.0,1,5.0,2,0
5053016,3.0,1.0,1.0,2,1.0,41.411686,2.206485,4.0,55.0,1,4.0,1,0
7238965,2.0,2.0,1.0,3,1.0,41.391605,2.151194,1.0,40.0,1,5.0,2,0
1440678,2.0,1.0,1.0,3,1.0,41.394253,2.189443,2.0,35.0,1,5.0,2,0
8663644,2.0,1.0,1.0,3,1.0,41.400539,2.157445,2.0,90.0,1,4.5,1,0
7599231,4.0,1.0,2.0,3,1.0,41.372522,2.155855,4.0,100.0,1,5.0,1,0
7391047,2.0,1.0,1.0,1,1.0,41.437593,2.190269,1.0,59.0,1,5.0,1,0
2691462,2.0,1.0,0.0,3,1.0,41.371625,2.14788,2.0,50.0,8,1.0,1,0
1851080,0.0,1.0,2.0,2,5.0,41.393862,2.165502,2.0,100.0,1,4.5,1,0
5954616,4.0,1.0,3.0,2,3.0,41.412836,2.17867,1.0,46.0,1,4.5,1,0
4970356,5.0,1.0,2.0,1,0.0,41.404612,2.177582,0.0,66.0,1,5.0,1,0
3494649,4.0,1.0,2.0,3,1.0,41.387061,2.158485,1.0,100.0,1,4.5,1,0
11819734,3.0,1.0,1.0,3,1.0,41.378523,2.168864,1.0,90.0,8,4.0,1,0
9914160,4.0,1.0,1.0,1,32.0,41.380057,2.158231,0.0,124.0,1,4.0,1,0
7983191,2.0,1.0,1.0,1,3.0,41.385925,2.172024,1.0,43.0,7,4.0,2,0
83613,4.0,1.0,1.0,1,1.0,41.378851,2.177576,2.0,55.0,1,4.5,1,0
3763062,0.0,2.0,3.0,1,11.0,41.375183,2.156432,3.0,89.0,1,4.5,1,0
6470587,2.0,1.0,1.0,2,1.0,41.385617,2.166166,2.0,35.0,1,4.5,2,0
11613479,2.0,1.0,1.0,2,1.0,41.379071,2.173183,3.0,16.0,1,4.5,2,0
6210904,2.0,2.0,1.0,1,1.0,41.399,2.206052,1.0,58.0,1,5.0,2,0
9767813,1.0,1.0,1.0,3,2.0,41.380636,2.146838,3.0,20.0,1,0.0,2,0
9767540,4.0,1.0,2.0,3,1.0,41.371694,2.154381,4.0,90.0,1,5.0,1,0
3277637,5.0,2.0,3.0,3,1.0,41.391614,2.135767,6.0,100.0,1,0.0,1,0
1766602,0.0,2.0,2.0,1,29.0,41.399307,2.160575,0.0,159.0,1,4.5,1,0
7383424,2.0,1.0,1.0,2,1.0,41.415931,2.178129,2.0,20.0,1,5.0,2,0
5555823,2.0,1.0,1.0,2,1.0,41.385797,2.155082,2.0,46.0,1,4.5,2,0
7779484,4.0,1.0,2.0,3,1.0,41.374724,2.162915,1.0,80.0,1,4.5,1,0
9607902,2.0,1.0,1.0,3,4.0,41.387365,2.166538,3.0,48.0,1,3.0,1,0
482630,5.0,2.0,3.0,1,1.0,41.390993,2.161328,2.0,110.0,1,4.5,1,0
4595266,5.0,1.0,3.0,1,3.0,41.400977,2.180635,5.0,74.0,1,4.0,1,0
12046378,2.0,1.0,1.0,2,1.0,41.382682,2.132054,1.0,31.0,1,0.0,2,0
847394,0.0,2.0,2.0,1,9.0,41.399828,2.197891,0.0,188.0,1,5.0,1,0
6564606,4.0,1.0,1.0,1,2.0,41.39151,2.184957,2.0,75.0,1,4.5,2,0
11499564,2.0,2.0,1.0,1,4.0,41.413573,2.148415,1.0,60.0,1,4.5,2,0
6806270,4.0,1.0,2.0,3,51.0,41.373297,2.159337,3.0,147.0,1,4.5,1,0
8215004,4.0,1.0,1.0,3,0.0,41.407752,2.146387,3.0,80.0,1,0.0,1,0
5999753,2.0,1.0,1.0,2,1.0,41.377904,2.167176,5.0,35.0,1,4.5,2,0
4274163,2.0,1.0,1.0,2,1.0,41.401409,2.162184,2.0,69.0,1,5.0,2,0
1188967,0.0,1.0,2.0,2,9.0,41.404105,2.159968,0.0,105.0,1,4.5,1,0
11110936,2.0,1.0,1.0,1,4.0,41.379923,2.158834,1.0,40.0,1,4.0,2,0
1188965,0.0,1.0,2.0,2,0.0,41.40402,2.159355,0.0,105.0,1,4.0,1,0
9469705,0.0,2.0,3.0,2,1.0,41.376011,2.136448,0.0,165.0,1,5.0,1,0
3919880,2.0,1.0,1.0,1,5.0,41.376587,2.166597,2.0,46.0,2,4.0,2,0
6847026,2.0,1.0,1.0,3,1.0,41.392948,2.150349,2.0,125.0,1,0.0,2,0
900045,2.0,1.0,1.0,2,2.0,41.393728,2.189225,2.0,49.0,1,5.0,2,0
692480,2.0,1.0,0.0,2,4.0,41.425801,2.133612,2.0,40.0,8,4.5,1,0
9191600,1.0,1.0,1.0,3,1.0,41.40085,2.189369,1.0,20.0,1,5.0,2,0
11764681,2.0,1.0,1.0,3,3.0,41.391419,2.183004,1.0,55.0,2,0.0,2,0
234375,5.0,1.0,1.0,1,1.0,41.399182,2.175195,6.0,130.0,1,0.0,1,0
9546207,4.0,1.0,1.0,1,1.0,41.384472,2.147429,3.0,60.0,1,4.0,1,0
3986138,2.0,1.0,1.0,2,1.0,41.442835,2.160198,2.0,55.0,1,4.5,1,0
842701,4.0,1.0,1.0,1,4.0,41.386723,2.17989,3.0,111.0,1,4.5,1,0
10606226,4.0,2.0,1.0,1,8.0,41.385102,2.176054,2.0,35.0,1,4.0,2,0
8203131,2.0,1.0,1.0,1,1.0,41.388366,2.181879,3.0,55.0,4,0.0,1,0
6555837,2.0,1.0,1.0,2,1.0,41.426001,2.175568,1.0,40.0,1,4.0,2,0
8322377,1.0,1.0,1.0,3,4.0,41.38651,2.153362,2.0,21.0,1,4.5,2,0
8020706,4.0,1.0,2.0,1,23.0,41.376199,2.162433,0.0,115.0,1,4.5,1,0
1186521,3.0,1.0,1.0,2,10.0,41.376842,2.16262,3.0,110.0,1,4.0,1,0
1002821,0.0,0.0,4.0,1,0.0,41.390357,2.184774,3.0,119.0,1,4.5,1,0
761212,4.0,1.0,1.0,1,1.0,41.389699,2.181746,3.0,135.0,1,0.0,1,0
11348156,2.0,1.0,1.0,3,1.0,41.396796,2.128546,1.0,150.0,1,0.0,1,0
893129,4.0,1.0,2.0,3,1.0,41.397087,2.135713,1.0,125.0,1,4.5,1,0
734128,3.0,2.0,2.0,1,1.0,41.380787,2.161207,3.0,98.0,1,5.0,1,0
9660906,0.0,2.0,3.0,1,1.0,41.399272,2.206319,3.0,145.0,1,5.0,1,0
6251528,1.0,1.0,1.0,1,1.0,41.383844,2.133144,3.0,14.0,1,4.0,2,0
7434043,1.0,1.0,1.0,3,3.0,41.39774,2.175328,1.0,30.0,1,4.5,2,0
1840475,0.0,1.0,3.0,2,12.0,41.401451,2.178708,1.0,80.0,1,4.5,1,0
7995896,0.0,0.0,5.0,2,1.0,41.39818,2.192824,1.0,650.0,8,5.0,1,0
5555156,3.0,0.0,1.0,2,1.0,41.38152,2.169597,2.0,45.0,1,4.5,2,0
7569107,0.0,2.0,3.0,1,45.0,41.406352,2.146022,0.0,100.0,1,4.0,1,0
3806589,3.0,1.0,2.0,2,1.0,41.378873,2.136523,2.0,78.0,1,4.5,1,0
7897107,2.0,2.0,0.0,3,1.0,41.389483,2.128231,1.0,130.0,1,0.0,1,0
11916115,2.0,1.0,1.0,3,4.0,41.392745,2.174838,1.0,27.0,1,4.5,2,0
12200436,2.0,1.0,1.0,3,5.0,41.357657,2.136645,1.0,22.0,1,5.0,2,0
3732820,0.0,1.0,2.0,1,24.0,41.386161,2.167393,3.0,99.0,1,4.0,1,0
3898241,2.0,1.0,1.0,2,2.0,41.370359,2.147789,2.0,36.0,1,5.0,2,0
2937524,5.0,1.0,2.0,1,2.0,41.373048,2.165752,2.0,4699.0,1,5.0,1,0
9233339,4.0,1.0,1.0,2,1.0,41.399797,2.200361,1.0,75.0,1,4.5,1,0
11001649,2.0,1.0,0.0,1,1.0,41.376232,2.190919,3.0,70.0,1,4.0,1,0
2791159,5.0,1.0,3.0,1,0.0,41.385922,2.161924,3.0,90.0,1,4.0,1,0
9269558,2.0,1.0,1.0,3,1.0,41.381822,2.15358,3.0,75.0,1,0.0,1,0
7211063,2.0,1.0,1.0,3,2.0,41.432152,2.172911,1.0,37.0,1,0.0,2,0
3054715,3.0,1.0,1.0,2,1.0,41.443913,2.180929,1.0,30.0,1,4.5,2,0
1864376,0.0,2.0,3.0,1,1.0,41.381709,2.175858,3.0,129.0,1,4.5,1,0
11957919,2.0,1.0,1.0,3,1.0,41.422406,2.206314,1.0,25.0,1,0.0,2,0
12110981,4.0,1.0,2.0,3,1.0,41.386069,2.14207,1.0,90.0,1,0.0,1,0
10931312,2.0,1.0,1.0,1,1.0,41.378173,2.165545,3.0,60.0,1,3.5,1,0
2324102,2.0,1.0,0.0,2,1.0,41.372878,2.128505,3.0,40.0,8,4.5,1,0
1756975,5.0,1.0,2.0,1,2.0,41.428714,2.181957,0.0,70.0,1,5.0,1,0
7450665,1.0,1.0,1.0,3,1.0,41.39879,2.159503,2.0,18.0,1,5.0,2,0
10183897,2.0,1.0,1.0,1,1.0,41.406537,2.156994,1.0,25.0,2,5.0,2,0
7976633,1.0,1.0,1.0,1,3.0,41.382677,2.156902,3.0,29.0,1,0.0,2,0
10026336,2.0,2.0,1.0,3,4.0,41.397222,2.185958,1.0,35.0,1,4.0,2,0
6175797,4.0,1.0,1.0,2,4.0,41.396802,2.181352,1.0,135.0,1,4.5,1,0
1385618,0.0,2.0,3.0,1,1.0,41.393514,2.176897,0.0,145.0,1,4.5,1,0
11016555,2.0,1.0,1.0,3,1.0,41.382086,2.176645,1.0,40.0,1,5.0,2,0
4609486,2.0,1.0,1.0,1,1.0,41.400114,2.157895,2.0,47.0,1,4.5,2,0
5772106,4.0,1.0,2.0,1,4.0,41.385395,2.181555,3.0,75.0,1,4.0,1,0
839655,4.0,1.0,2.0,3,1.0,41.376119,2.163982,2.0,70.0,1,4.0,1,0
2840800,4.0,1.0,0.0,2,19.0,41.404417,2.173361,3.0,76.0,8,4.0,1,0
6140139,2.0,2.0,1.0,3,2.0,41.396555,2.18057,1.0,35.0,2,4.0,2,0
11076261,4.0,2.0,2.0,3,0.0,41.404346,2.174301,3.0,120.0,1,4.5,1,0
2475421,5.0,1.0,2.0,2,2.0,41.403005,2.176667,2.0,65.0,1,4.5,1,0
1094534,2.0,1.0,1.0,2,3.0,41.376522,2.153119,3.0,39.0,1,4.5,2,0
5675916,2.0,1.0,1.0,3,1.0,41.419916,2.169598,1.0,60.0,1,4.0,2,0
9557762,2.0,1.0,1.0,3,7.0,41.383067,2.163922,1.0,3040.0,1,4.5,2,0
813031,0.0,2.0,2.0,1,4.0,41.373938,2.165599,3.0,100.0,1,4.5,1,0
594235,2.0,1.0,2.0,1,1.0,41.403151,2.151591,4.0,70.0,1,5.0,1,0
12161278,4.0,1.0,1.0,1,0.0,41.391262,2.158432,0.0,90.0,1,0.0,1,0
8793319,4.0,1.0,1.0,2,1.0,41.385563,2.141596,0.0,85.0,1,5.0,1,0
4376935,2.0,1.0,1.0,3,1.0,41.40416,2.174795,1.0,35.0,1,4.5,2,0
2987956,2.0,1.0,1.0,1,2.0,41.398299,2.172623,0.0,30.0,7,4.5,2,0
11689726,2.0,1.0,1.0,1,1.0,41.385374,2.181993,2.0,90.0,7,0.0,1,0
2672942,2.0,1.0,1.0,1,2.0,41.36372,2.133359,1.0,15.0,1,5.0,2,0
9020920,4.0,1.0,1.0,3,0.0,41.401302,2.175988,3.0,100.0,1,0.0,1,0
1215918,3.0,1.0,1.0,2,4.0,41.420335,2.158544,5.0,55.0,1,4.5,1,0
1938408,2.0,0.0,1.0,1,1.0,41.404554,2.151186,7.0,60.0,1,4.5,1,0
4210151,2.0,1.0,1.0,3,2.0,41.407572,2.188397,2.0,29.0,1,5.0,2,0
4028136,2.0,1.0,1.0,3,3.0,41.379179,2.172756,1.0,10.0,1,0.0,2,0
6140393,5.0,2.0,3.0,1,1.0,41.371694,2.163046,7.0,195.0,7,4.5,1,0
2720765,4.0,1.0,2.0,3,1.0,41.40432,2.177316,2.0,89.0,1,4.5,1,0
2958494,0.0,2.0,4.0,1,13.0,41.400561,2.174817,3.0,139.0,1,0.0,1,0
2729334,2.0,2.0,1.0,3,14.0,41.376722,2.156692,1.0,22.0,1,4.0,2,0
