,availability,avg_estimated_bookings,avg_minstay,avg_occupancy_rate,avg_price,avg_reviews_listing,income_month,income_year,listings,most_common_neigh
3438882,80.0,18.3,2.0,0.8,50.0,36.5,152.1,1825.5,1,"Sant Pere, Santa Caterina i la Ribera"
16660771,94.3,4.5,2.0,64.1,62.0,9.0,46.5,558.0,1,Hostafrancs
3455268,23.2,4.0,3.0,8.5,19.3,8.0,58.5,702.0,3,la Font de la Guatlla
6748455,99.7,9.2,2.0,1.2,55.0,18.3,84.1,1008.7,1,la Dreta de l'Eixample
40261928,96.8,2.2,3.3,3.8,80.3,4.4,484.0,5808.0,9,la Barceloneta
29277962,24.7,2.5,1.0,82.3,180.0,5.0,37.5,450.0,1,les Corts
18929963,48.8,3.0,1.0,16.2,22.0,6.0,5.5,66.0,1,Sant Andreu
6001714,93.3,6.8,2.0,16.0,34.0,13.6,83.1,996.7,2,la Vila de Grcia
2365742,99.5,9.8,3.0,8.1,90.0,19.6,220.3,2643.3,1,el Poblenou
23419183,99.2,24.6,1.0,14.6,27.5,49.3,111.4,1336.3,2,el Raval
21395093,35.1,1.5,3.0,0.8,50.0,3.0,18.8,225.0,1,Sarri
522545,92.3,6.6,1.5,12.4,68.5,13.2,100.2,1202.5,2,"Sant Pere, Santa Caterina i la Ribera"
20299486,24.7,5.5,1.0,0.4,45.0,11.0,20.6,247.5,1,"Sant Pere, Santa Caterina i la Ribera"
1915191,99.7,10.3,3.0,36.4,115.0,20.6,295.8,3550.0,1,la Sagrada Famlia
612665,85.7,7.8,0.9,5.3,94.0,15.7,159.5,1914.0,10,la Dreta de l'Eixample
14401247,23.3,15.8,2.0,17.8,30.0,31.5,78.8,945.0,1,el Poble Sec
3062080,62.7,9.5,1.0,8.7,62.5,19.0,95.8,1150.0,2,"Sant Pere, Santa Caterina i la Ribera"
5795979,98.9,0.5,2.0,4.2,40.0,1.0,3.3,40.0,1,el Poblenou
29227330,66.4,5.5,2.0,5.5,80.3,11.0,200.5,2406.0,3,Sant Gervasi - Galvany
9173317,99.2,11.3,1.0,17.2,31.0,22.5,29.1,348.8,1,el Poble Sec
7772486,98.9,1.3,5.5,11.7,62.5,2.5,69.2,830.0,2,Provenals del Poblenou
26615521,79.5,2.0,20.0,0.8,70.0,4.0,233.3,2800.0,1,el Raval
12573068,74.5,1.0,2.0,1.5,75.0,2.0,12.5,150.0,1,la Vila de Grcia
18217291,95.9,1.0,1.0,4.4,32.0,2.0,2.7,32.0,1,el Clot
29735245,98.4,10.0,1.0,2.5,40.0,20.0,33.3,400.0,1,el Barri Gtic
7051599,99.2,9.0,2.0,8.5,89.0,18.0,133.5,1602.0,1,l'Antiga Esquerra de l'Eixample
17553745,14.5,7.0,2.0,0.5,69.0,14.0,80.5,966.0,1,l'Antiga Esquerra de l'Eixample
6895954,83.6,11.8,3.0,0.9,100.0,23.7,295.7,3549.0,1,la Vila Olmpica del Poblenou
7297363,85.4,8.0,1.8,8.9,572.1,15.9,14536.1,174432.7,12,el Poble Sec
40507733,90.1,1.3,2.0,4.6,20.0,2.5,8.3,100.0,2,el Poble Sec
19568982,97.3,12.0,1.0,13.6,18.0,24.0,31.3,376.0,2,el Poble Sec
25842745,97.0,37.0,2.0,6.3,24.0,74.0,148.0,1776.0,1,el Fort Pienc
18797746,0.0,8.0,2.0,2.1,131.0,16.0,174.7,2096.0,1,el Baix Guinard
3488091,94.3,8.3,3.0,10.6,18.0,16.7,37.5,450.1,1,la Nova Esquerra de l'Eixample
686428,79.1,20.4,2.0,4.6,68.3,40.8,696.8,8361.2,3,"Sant Pere, Santa Caterina i la Ribera"
18905437,94.2,1.1,0.5,22.9,158.5,2.3,41.7,500.0,4,Sant Antoni
19863902,19.4,19.5,1.0,10.4,37.0,39.0,60.1,721.5,1,el Bess i el Maresme
28696293,50.5,4.0,2.0,1.4,25.5,8.0,31.8,381.0,2,el Poblenou
3348832,89.8,5.0,0.0,23.4,140.0,10.0,0.0,0.0,5,el Fort Pienc
5159312,86.0,7.5,3.0,9.1,150.0,15.0,281.3,3375.0,1,"Vallvidrera, el Tibidabo i les Planes"
2726243,97.5,12.5,2.0,11.0,35.3,25.0,238.5,2862.5,3,Sant Antoni
2218343,98.4,18.8,1.0,2.2,22.0,37.5,34.4,412.5,1,la Font de la Guatlla
907625,99.7,7.7,1.0,38.4,25.0,15.3,16.0,191.5,1,la Vila de Grcia
6633836,84.7,1.0,0.0,8.0,16504.0,2.0,0.0,0.0,1,l'Antiga Esquerra de l'Eixample
7149933,94.9,1.5,1.5,11.2,149.5,3.0,68.0,816.0,2,el Poblenou
11286894,98.9,13.5,2.0,16.2,34.0,27.0,76.5,918.0,1,Sant Antoni
21354863,99.7,1.0,1.0,0.4,29.0,2.0,2.4,29.0,1,el Guinard
2922864,89.7,3.1,16.5,16.0,65.5,6.3,268.1,3217.5,2,Sants
11262321,81.6,5.5,4.0,29.0,129.0,11.0,236.5,2838.0,1,la Vila de Grcia
6666610,88.2,8.8,2.0,14.0,30.0,17.5,43.8,525.0,1,el Poble Sec
41544083,99.5,4.0,1.0,9.6,15.0,8.0,5.0,60.0,1,la Marina de Port
21604865,92.9,32.0,1.0,0.8,42.0,64.0,112.0,1344.0,1,la Vila de Grcia
4077942,99.7,2.5,2.0,0.4,45.0,5.0,18.8,225.0,1,la Nova Esquerra de l'Eixample
5364088,84.1,3.6,1.7,10.5,45.0,7.2,56.3,675.0,3,el Poblenou
3447163,44.1,0.5,18.0,8.4,60.0,1.0,45.0,540.0,1,la Sagrada Famlia
27638140,96.4,3.0,3.0,16.5,50.0,6.0,37.5,450.0,1,Hostafrancs
4381056,99.2,23.0,2.0,7.5,32.0,46.0,122.7,1472.0,1,"Sant Pere, Santa Caterina i la Ribera"
14260609,94.9,10.5,1.0,3.0,28.3,21.0,74.5,894.5,3,el Poble Sec
11098498,86.6,6.5,3.0,3.8,40.0,13.0,65.0,780.0,1,la Vila de Grcia
2914691,89.3,7.5,1.0,7.8,80.0,15.0,50.0,600.0,1,la Salut
7305607,75.3,3.0,2.0,10.6,45.0,6.0,22.5,270.0,1,el Baix Guinard
15841673,97.8,4.0,2.0,18.5,55.0,8.0,36.7,440.0,1,l'Antiga Esquerra de l'Eixample
2357643,67.1,6.5,3.0,12.9,65.0,13.0,105.6,1267.5,1,la Vila Olmpica del Poblenou
2054540,49.3,15.3,2.0,7.2,29.0,30.5,73.7,884.5,1,Sant Antoni
24552514,14.8,0.5,2.0,6.3,25.0,1.0,2.1,25.0,1,Sant Antoni
1751439,91.2,8.0,1.0,8.4,25.0,16.0,16.7,200.0,1,Sant Gervasi - Galvany
1243536,49.9,2.5,10.0,5.1,35.0,5.0,72.9,875.0,1,el Fort Pienc
18217368,99.7,0.5,1.0,6.6,22.0,1.0,0.9,11.0,1,la Vila de Grcia
12980367,92.0,8.0,2.0,8.1,47.0,16.0,62.7,752.0,1,el Raval
18971029,21.1,16.3,0.0,10.1,80.0,32.5,0.0,0.0,2,la Salut
26458518,67.7,3.3,1.5,3.2,42.0,6.5,39.5,474.0,2,"Sant Pere, Santa Caterina i la Ribera"
3062167,24.1,16.7,2.0,8.8,30.0,33.3,83.4,1000.2,1,"Sant Pere, Santa Caterina i la Ribera"
1440152,88.8,21.2,2.0,10.1,19.8,42.4,282.7,3392.2,4,la Dreta de l'Eixample
37269948,98.4,1.0,1.0,0.4,94.0,2.0,7.8,94.0,1,el Raval
36948378,48.6,14.0,2.0,11.9,75.5,28.0,352.2,4226.0,2,el Raval
2685345,98.9,2.0,1.0,4.7,235.0,4.0,39.2,470.0,1,la Salut
14268834,99.7,3.5,2.0,2.4,37.0,7.0,21.6,259.0,1,la Vila de Grcia
7977382,99.5,1.0,3.0,1.3,47.0,2.0,11.8,141.0,1,Sant Antoni
35400092,49.3,0.5,3.0,8.6,41.0,1.0,5.1,61.5,1,la Dreta de l'Eixample
1145258,97.0,4.5,1.0,13.1,35.0,9.0,13.1,157.5,1,el Parc i la Llacuna del Poblenou
8909895,99.7,3.5,1.0,5.6,25.0,7.0,7.3,87.5,1,la Barceloneta
11901357,97.6,8.7,2.0,6.0,51.8,17.4,280.2,3362.5,4,el Barri Gtic
14891439,20.8,10.8,2.5,6.5,32.5,21.5,153.8,1845.0,2,l'Antiga Esquerra de l'Eixample
4962737,99.7,5.0,1.0,15.2,65.0,10.0,27.1,325.0,1,"Sant Pere, Santa Caterina i la Ribera"
47995316,63.3,1.0,1.0,100.0,75.0,2.0,6.3,75.0,1,el Poblenou
17029557,75.3,3.5,1.0,46.9,30.0,7.0,8.8,105.0,1,el Raval
5011895,97.3,13.5,1.0,0.8,25.0,27.0,28.1,337.5,1,"Sant Pere, Santa Caterina i la Ribera"
35051961,0.3,2.5,2.0,16.2,35.0,5.0,14.6,175.0,1,el Raval
37320141,99.7,2.0,1.0,9.9,41.0,4.0,6.8,82.0,1,la Vila Olmpica del Poblenou
43661755,87.7,3.0,1.0,2.0,48.0,6.0,12.0,144.0,1,"Sant Pere, Santa Caterina i la Ribera"
3774909,99.7,1.0,1.0,6.6,38.0,2.0,3.2,38.0,1,el Baix Guinard
11426239,98.1,14.0,2.0,24.1,50.0,28.0,116.7,1400.0,1,el Baix Guinard
42754395,97.0,1.5,1.0,2.5,84.0,3.0,10.5,126.0,1,el Poblenou
47897025,42.5,4.0,2.0,6.9,90.0,8.0,60.0,720.0,1,el Raval
5044674,59.2,18.3,2.0,27.5,98.0,36.5,298.1,3577.0,1,la Sagrada Famlia
4389315,99.5,5.5,2.0,5.0,25.0,11.0,22.9,275.0,1,el Poble Sec
35781061,91.2,5.5,2.5,1.4,26.0,11.0,48.8,585.0,2,Sant Mart de Provenals
3889607,80.0,19.7,2.0,14.6,90.0,39.4,295.1,3541.5,1,la Sagrada Famlia
46783050,95.9,1.5,1.0,12.0,37.0,3.0,4.6,55.5,1,el Poble Sec
1718732,55.3,4.0,2.0,18.5,54.0,8.0,36.0,432.0,1,"Sant Pere, Santa Caterina i la Ribera"
37394894,83.8,2.5,1.0,4.6,54.0,5.0,11.3,135.0,1,la Nova Esquerra de l'Eixample
5061072,87.4,14.5,1.6,6.4,54.2,29.1,1168.6,14022.8,11,el Poble Sec
2570705,62.5,8.5,4.0,6.2,99.0,17.0,280.5,3366.0,1,la Dreta de l'Eixample
5020114,88.5,8.4,4.7,5.9,100.0,16.8,912.2,10946.2,3,Sant Antoni
36145571,91.8,2.5,1.0,7.0,32.0,5.0,6.7,80.0,1,el Poblenou
23968212,99.5,2.0,1.0,10.7,49.0,4.0,8.2,98.0,1,la Dreta de l'Eixample
1481173,0.0,10.3,2.0,20.1,80.0,20.7,137.8,1653.6,1,el Poblenou
33581476,99.7,3.0,1.0,10.4,39.0,6.0,9.8,117.0,1,les Corts
7296607,12.6,6.0,2.0,4.5,50.0,12.0,50.0,600.0,1,el Barri Gtic
40533353,54.3,6.5,1.0,6.8,32.0,13.0,17.3,208.0,1,la Barceloneta
39856474,40.3,1.5,1.0,2.1,100.0,3.0,12.5,150.0,1,l'Antiga Esquerra de l'Eixample
29153757,99.7,4.0,2.0,6.6,50.0,8.0,33.3,400.0,1,l'Antiga Esquerra de l'Eixample
5511646,84.0,14.5,3.0,5.7,80.0,29.0,580.0,6960.0,2,el Poble Sec
4217311,85.0,2.1,0.3,14.7,96.4,4.1,15.8,190.0,7,la Sagrada Famlia
9517537,28.2,1.5,2.0,15.9,42.0,3.0,10.5,126.0,1,la Dreta de l'Eixample
4233698,85.5,0.5,0.0,2.4,160.5,1.0,0.0,0.0,2,el Barri Gtic
8990459,97.8,13.3,2.0,23.5,49.0,26.5,108.2,1298.5,1,la Barceloneta
3176935,99.7,5.8,2.0,11.0,99.0,11.5,94.9,1138.5,1,Sant Antoni
5683688,91.2,5.8,3.0,3.6,94.0,11.7,137.1,1645.5,1,el Poble Sec
38186748,96.2,5.0,1.0,21.4,20.0,10.0,8.3,100.0,1,Hostafrancs
6920683,83.4,13.7,3.0,13.9,142.5,27.4,979.9,11759.0,2,la Dreta de l'Eixample
31119858,99.5,5.0,1.0,0.4,35.0,10.0,14.6,175.0,1,"Sant Pere, Santa Caterina i la Ribera"
7215603,92.9,19.7,3.0,0.8,17.0,39.3,83.6,1003.2,1,el Camp de l'Arpa del Clot
8545679,47.4,9.0,2.0,7.5,39.0,18.0,58.5,702.0,1,l'Antiga Esquerra de l'Eixample
5495288,51.5,9.5,1.0,8.0,35.0,19.0,27.7,332.5,1,el Raval
12997716,34.5,7.3,4.0,5.8,6288.0,14.5,15196.0,182352.0,1,el Poblenou
35789306,91.0,14.0,3.0,5.7,59.0,28.0,206.5,2478.0,1,la Vila de Grcia
12483067,72.9,1.0,2.0,2.6,20.0,2.0,3.3,40.0,1,el Camp d'en Grassot i Grcia Nova
9558525,91.5,6.1,2.0,3.1,37.0,12.3,74.8,897.5,2,la Vila de Grcia
9361923,99.7,12.5,1.0,6.2,60.0,25.0,62.5,750.0,1,el Raval
18856453,97.8,15.8,0.0,14.0,65.0,31.5,0.0,0.0,1,el Poble Sec
15309324,99.2,4.5,4.0,7.0,16.0,9.0,24.0,288.0,1,el Guinard
16169486,83.3,2.0,2.0,9.8,80.0,4.0,26.7,320.0,1,el Poble Sec
6748687,97.5,8.7,4.0,5.9,10178.0,17.3,29397.5,352769.5,1,la Dreta de l'Eixample
8280592,24.7,0.5,2.0,7.7,25.0,1.0,2.1,25.0,1,les Roquetes
15571475,66.2,6.3,6.5,34.2,80.0,12.5,563.3,6760.0,2,el Coll
18176534,98.9,4.5,2.0,50.0,94.0,9.0,70.5,846.0,1,la Vila Olmpica del Poblenou
33552919,91.8,1.0,1.0,9.1,40.0,2.0,3.3,40.0,1,el Putxet i el Farr
11497589,98.1,11.0,3.0,15.7,17.0,22.0,46.8,561.0,1,Sant Antoni
38592260,87.1,1.0,7.0,3.9,42.0,2.0,24.5,294.0,1,la Dreta de l'Eixample
14465562,99.5,10.0,3.0,7.0,33.0,20.0,82.5,990.0,1,la Vila de Grcia
1489436,73.7,11.5,2.0,0.4,306.0,23.0,586.5,7038.0,1,el Fort Pienc
1669662,21.9,10.0,5.0,1.3,91.0,20.0,379.2,4550.0,1,el Fort Pienc
64034,90.7,1.5,3.0,2.6,81.0,3.0,30.4,364.5,1,el Raval
39115299,25.2,2.0,3.0,21.8,45.0,4.0,22.5,270.0,1,el Poblenou
3996198,40.5,13.5,0.0,12.9,120.0,27.0,0.0,0.0,1,la Vila Olmpica del Poblenou
4258344,87.3,6.3,2.7,18.8,136.7,12.6,582.4,6989.4,3,la Vila de Grcia
4086313,99.4,7.6,3.0,18.8,118.3,15.2,638.8,7665.0,3,Sarri
7092780,97.5,1.0,1.0,0.8,100.0,2.0,8.3,100.0,1,la Barceloneta
5630386,20.6,12.8,4.0,6.5,110.0,25.5,467.5,5610.0,1,l'Antiga Esquerra de l'Eixample
2685486,78.1,1.0,2.0,2.5,55.0,2.0,9.2,110.0,1,el Camp d'en Grassot i Grcia Nova
42351151,89.0,8.0,1.0,0.4,30.0,16.0,20.0,240.0,1,Sant Antoni
440881,99.7,12.2,3.0,18.7,31.0,24.4,184.5,2213.6,2,Sant Antoni
3185203,47.7,14.0,2.0,13.2,18.0,28.0,42.0,504.0,1,l'Antiga Esquerra de l'Eixample
2923060,25.6,5.1,3.0,10.7,120.0,10.3,513.4,6160.4,4,el Poblenou
12219486,92.2,6.1,3.0,14.4,65.0,12.3,198.8,2385.0,2,Navas
34134585,23.8,2.5,2.0,26.3,119.0,5.0,49.6,595.0,1,"Sant Pere, Santa Caterina i la Ribera"
22250591,24.4,2.5,3.0,100.0,65.0,5.0,40.6,487.5,1,la Vila Olmpica del Poblenou
29850172,91.8,6.5,1.0,2.1,35.0,13.0,19.0,227.5,1,el Poblenou
21035581,52.0,2.5,3.0,1.1,150.0,5.0,93.8,1125.0,1,la Nova Esquerra de l'Eixample
34347584,12.6,12.0,2.0,2.5,69.0,24.0,138.0,1656.0,1,el Poble Sec
15145539,96.7,2.0,2.0,32.2,131.0,4.0,43.7,524.0,1,la Barceloneta
14621253,92.9,16.1,3.0,4.3,74.0,32.2,297.4,3568.7,1,"Sant Pere, Santa Caterina i la Ribera"
6437446,99.7,1.5,6.0,1.4,240.0,3.0,180.0,2160.0,1,la Sagrera
30014023,45.5,10.0,2.0,40.9,65.0,20.0,108.3,1300.0,1,el Barri Gtic
2488904,95.6,21.7,2.0,7.6,23.3,43.4,253.0,3036.5,3,la Font de la Guatlla
12843593,24.4,2.0,2.0,3.1,35.0,4.0,11.7,140.0,1,el Raval
9804362,94.4,9.0,3.0,3.8,60.0,18.0,300.0,3600.0,2,"Sant Pere, Santa Caterina i la Ribera"
31799569,60.8,2.0,5.0,2.5,48.0,4.0,40.0,480.0,1,la Dreta de l'Eixample
14406754,50.4,23.0,2.0,5.4,38.0,46.0,145.7,1748.0,1,la Nova Esquerra de l'Eixample
28850768,99.2,3.5,3.0,7.0,250.0,7.0,218.8,2625.0,1,el Barri Gtic
4749906,98.1,1.0,1.0,3.9,125.0,2.0,10.4,125.0,1,Sant Gervasi - Galvany
30349907,91.9,1.5,2.0,7.1,51.7,3.0,14.4,172.5,3,el Coll
26753620,99.2,5.5,2.0,9.2,201.0,11.0,184.3,2211.0,1,la Barceloneta
32583438,99.7,10.0,1.0,5.5,20.0,20.0,16.7,200.0,1,el Parc i la Llacuna del Poblenou
43624890,97.9,1.8,1.0,7.6,32.5,3.5,7.9,95.0,2,el Barri Gtic
6978144,95.9,14.8,5.5,12.8,30.0,29.5,405.6,4867.5,2,el Fort Pienc
16620132,98.4,9.0,2.0,13.9,20.0,18.0,30.0,360.0,1,el Fort Pienc
20765287,91.8,19.8,0.0,5.8,99.0,39.5,0.0,0.0,1,el Poblenou
16243308,98.9,18.5,2.0,52.3,60.0,37.0,185.0,2220.0,1,la Vila Olmpica del Poblenou
31509061,88.5,0.5,3.0,1.3,400.0,1.0,50.0,600.0,1,la Vila Olmpica del Poblenou
8878703,64.9,15.5,3.0,13.9,52.0,31.0,201.5,2418.0,1,el Camp d'en Grassot i Grcia Nova
32037490,93.0,4.6,2.0,5.9,90.1,9.2,961.2,11535.0,13,la Vila de Grcia
11958899,97.0,2.5,2.0,23.2,35.0,5.0,14.6,175.0,1,la Dreta de l'Eixample
197737,93.2,10.8,0.0,2.1,85.0,21.6,0.0,0.0,1,el Raval
14514810,33.4,1.0,1.0,4.6,79.0,2.0,6.6,79.0,1,el Parc i la Llacuna del Poblenou
34458047,38.9,11.3,4.0,1.7,39.0,22.5,292.5,3510.0,2,el Barri Gtic
43414634,25.5,0.5,2.0,3.3,35.0,1.0,2.9,35.0,1,Sant Antoni
12466814,79.7,8.5,1.0,0.9,25.0,17.0,17.7,212.5,1,"Sant Pere, Santa Caterina i la Ribera"
8534655,51.0,2.5,0.0,0.9,98.0,5.0,0.0,0.0,1,"Sant Pere, Santa Caterina i la Ribera"
13728386,86.8,4.8,1.0,5.1,40.0,9.5,15.8,190.0,1,la Barceloneta
8387203,98.1,17.3,2.0,7.8,89.0,34.5,255.9,3070.5,1,el Poble Sec
9206404,94.5,12.6,1.0,10.3,35.5,25.3,73.3,879.5,2,la Dreta de l'Eixample
30536819,99.5,5.0,4.0,5.8,141.0,10.0,235.0,2820.0,1,la Dreta de l'Eixample
12376712,98.9,6.3,1.0,5.0,120.0,12.5,62.5,750.0,1,Sant Antoni
9116297,33.1,0.5,4.0,0.8,76.0,1.0,12.7,152.0,1,la Vila de Grcia
154251,95.9,0.5,2.0,7.3,100.0,1.0,8.3,100.0,1,la Vila Olmpica del Poblenou
8010178,24.7,10.3,3.0,14.6,20.0,20.5,51.3,615.0,1,les Corts
14604942,91.8,1.0,3.0,0.5,45.0,2.0,11.3,135.0,1,Sant Antoni
12010605,24.4,13.8,3.0,0.7,164.0,27.5,563.8,6765.0,1,el Barri Gtic
30694035,25.1,19.0,1.0,4.9,43.0,38.0,122.8,1473.0,2,el Barri Gtic
43244180,16.7,1.0,5.0,0.4,150.0,2.0,62.5,750.0,1,"Sant Pere, Santa Caterina i la Ribera"
2235029,82.2,8.5,2.0,15.9,57.0,17.0,80.8,969.0,1,Sant Antoni
29563542,6.8,17.0,2.0,5.0,99.0,34.0,280.5,3366.0,1,"Sant Pere, Santa Caterina i la Ribera"
40185625,99.7,4.5,2.0,1.3,30.0,9.0,22.5,270.0,1,la Salut
5495449,82.7,13.7,1.0,9.3,70.0,27.3,79.7,956.5,1,el Raval
12057242,99.5,12.0,5.0,32.9,29.0,24.0,145.0,1740.0,1,la Vila de Grcia
22944411,92.6,9.5,1.0,7.0,28.0,19.0,22.2,266.0,1,el Camp de l'Arpa del Clot
8870556,74.0,15.0,1.0,1.6,44.0,30.0,55.0,660.0,1,"Sant Pere, Santa Caterina i la Ribera"
15563421,24.7,6.5,2.0,13.5,70.0,13.0,75.8,910.0,1,el Raval
7363230,99.5,2.5,3.0,2.8,30.0,5.0,18.8,225.0,1,el Baix Guinard
42818209,23.3,0.5,1.0,1.8,50.0,1.0,2.1,25.0,1,Diagonal Mar i el Front Martim del Poblenou
31583041,73.3,4.7,0.6,7.8,40.0,9.4,33.8,405.0,5,la Vila de Grcia
13344539,44.7,5.3,2.0,2.8,410.3,10.5,2231.2,26774.5,3,la Sagrada Famlia
9444006,88.5,4.5,3.0,3.3,265.0,9.0,298.1,3577.5,1,el Fort Pienc
7502506,99.7,1.5,2.0,12.4,44.0,3.0,11.0,132.0,1,Vallcarca i els Penitents
12122795,93.4,10.9,2.0,9.2,100.0,21.8,362.5,4350.0,2,Sants
2202284,99.7,7.5,0.0,45.3,120.0,15.0,0.0,0.0,1,la Sagrada Famlia
5405357,94.1,3.4,2.0,2.8,60.0,6.8,67.3,807.5,2,Sant Gervasi - Galvany
2816686,95.6,10.1,2.0,26.6,59.0,20.2,99.2,1190.0,1,la Nova Esquerra de l'Eixample
19192387,99.7,5.0,1.0,6.6,80.0,10.0,33.3,400.0,1,el Raval
17593459,98.1,13.5,2.0,25.1,52.0,27.0,117.0,1404.0,1,Sant Antoni
831262,9.0,3.0,2.0,7.4,150.0,6.0,75.0,900.0,1,el Barri Gtic
9870007,20.6,1.0,2.0,4.9,35.0,2.0,5.8,70.0,1,el Poble Sec
7035577,98.4,12.1,2.0,21.3,100.0,24.2,201.4,2417.0,1,la Nova Esquerra de l'Eixample
13485777,93.7,11.8,3.0,12.9,75.0,23.5,220.3,2643.8,1,Sant Andreu
8630047,72.3,16.8,2.0,35.0,58.0,33.5,161.9,1943.0,1,el Barri Gtic
7592636,24.9,15.3,3.0,1.2,75.0,30.5,285.9,3431.3,1,el Fort Pienc
7314109,92.6,22.5,2.0,18.6,1601.0,44.9,14264.0,171168.4,2,el Raval
16472766,99.2,2.8,1.0,3.6,100.0,5.5,22.9,275.0,1,el Poblenou
6569922,79.5,12.2,4.5,10.8,45.5,24.4,289.8,3477.3,2,Provenals del Poblenou
30371616,99.2,0.5,1.0,2.2,54.0,1.0,2.3,27.0,1,el Fort Pienc
31087298,98.9,3.7,1.0,3.7,32.7,7.3,30.3,363.5,3,el Parc i la Llacuna del Poblenou
4864707,82.2,7.9,2.7,16.4,87.9,15.9,1271.7,15260.0,9,Sant Antoni
12122822,92.0,12.8,2.0,30.7,80.0,25.5,170.0,2040.0,1,l'Antiga Esquerra de l'Eixample
9534151,85.9,4.8,4.0,19.4,95.5,9.5,327.0,3924.0,2,Sants
8160375,68.0,23.0,1.0,3.3,39.0,46.0,74.7,896.8,1,el Baix Guinard
41244945,99.2,4.0,1.0,14.0,20.0,8.0,6.7,80.0,1,la Font de la Guatlla
5559536,28.8,6.8,2.0,4.7,24.0,13.5,54.4,653.0,2,l'Antiga Esquerra de l'Eixample
5970638,82.3,16.2,3.0,11.6,20.0,32.3,163.3,1960.1,2,la Maternitat i Sant Ramon
12982991,88.8,36.8,1.0,15.7,98.0,73.5,300.1,3601.5,1,la Nova Esquerra de l'Eixample
383697,90.4,5.8,0.0,5.0,1739.3,11.6,0.0,0.0,9,el Poble Sec
27515602,71.0,0.7,3.0,19.9,140.0,1.3,68.1,817.5,3,la Vila de Grcia
4930260,97.5,17.8,2.0,0.6,54.0,35.5,159.8,1917.0,1,la Sagrera
1968590,84.4,15.9,2.0,2.8,83.0,31.8,440.3,5283.3,2,el Barri Gtic
14349433,86.6,2.5,2.0,10.9,30.0,5.0,12.5,150.0,1,la Nova Esquerra de l'Eixample
26339500,99.5,15.0,2.0,0.5,65.0,30.0,162.5,1950.0,1,el Raval
14719708,20.8,18.5,3.0,5.4,75.0,37.0,346.9,4162.5,1,el Poble Sec
18133773,99.7,0.5,1.0,5.2,41.0,1.0,1.7,20.5,1,el Camp d'en Grassot i Grcia Nova
1809119,20.7,4.1,2.0,8.3,70.5,8.2,78.7,944.0,2,l'Antiga Esquerra de l'Eixample
9698016,60.7,8.3,3.0,9.2,15.5,16.5,63.3,759.0,2,Sant Antoni
19086049,99.7,0.5,1.0,0.5,40.0,1.0,1.7,20.0,1,l'Antiga Esquerra de l'Eixample
1923810,87.1,17.4,2.0,0.8,80.0,34.8,232.2,2786.4,1,el Camp d'en Grassot i Grcia Nova
15472999,99.2,0.5,1.0,6.5,100.0,1.0,4.2,50.0,1,l'Antiga Esquerra de l'Eixample
36816654,71.0,5.5,3.0,0.4,32.0,11.0,44.0,528.0,1,"Sant Pere, Santa Caterina i la Ribera"
24001256,95.0,1.0,0.0,11.9,273.5,2.0,0.0,0.0,11,Diagonal Mar i el Front Martim del Poblenou
13374588,91.8,0.5,3.0,12.4,99.0,1.0,12.4,148.5,1,la Barceloneta
45989684,78.6,1.5,0.0,6.0,21.0,3.0,0.0,0.0,1,el Fort Pienc
16571116,98.1,21.8,1.0,7.0,22.0,43.5,39.9,478.5,1,la Barceloneta
2546413,82.7,5.8,3.0,1.2,35.0,11.6,50.7,608.0,1,"Sant Pere, Santa Caterina i la Ribera"
39677265,41.6,8.5,1.0,14.2,49.0,17.0,34.7,416.5,1,el Camp de l'Arpa del Clot
14596847,95.6,5.3,1.0,0.4,36.0,10.5,15.8,189.0,1,el Clot
4356848,95.3,6.0,2.0,3.8,39.0,12.0,39.0,468.0,1,el Poble Sec
5921524,99.7,3.5,2.0,16.3,180.0,7.0,105.0,1260.0,1,la Teixonera
5126902,89.6,5.3,3.0,47.9,107.0,10.7,142.7,1712.5,1,la Vila Olmpica del Poblenou
2579191,21.4,1.0,1.0,0.4,40.0,2.0,3.3,40.0,1,el Barri Gtic
35968787,41.1,3.5,3.0,3.7,50.0,7.0,43.8,525.0,1,el Raval
16816892,54.8,11.5,1.0,5.1,60.0,23.0,57.5,690.0,1,la Vila de Grcia
7781117,99.7,3.0,2.0,1.3,100.0,6.0,50.0,600.0,1,la Nova Esquerra de l'Eixample
26378845,99.7,2.5,1.0,65.6,35.0,5.0,7.3,87.5,1,la Sagrada Famlia
39410432,99.2,2.5,1.0,4.7,83.0,5.0,17.3,207.5,1,el Parc i la Llacuna del Poblenou
32971453,58.1,0.5,1.0,7.1,80.0,1.0,3.3,40.0,1,el Camp d'en Grassot i Grcia Nova
15168302,8.5,0.5,1.0,1.2,23.0,1.0,1.0,11.5,1,la Vila de Grcia
2710276,28.5,17.5,3.0,3.2,5528.0,35.0,24185.0,290220.0,1,el Barri Gtic
48499598,18.6,1.0,1.0,14.1,50.0,2.0,4.2,50.0,1,la Barceloneta
7142152,94.9,30.0,2.0,16.0,24.5,59.9,244.6,2935.1,2,el Barri Gtic
6871818,99.7,3.5,2.0,17.1,36.0,7.0,21.0,252.0,1,el Clot
36141835,94.3,5.5,2.0,7.2,19.0,11.0,17.4,209.0,1,la Font de la Guatlla
23321357,89.3,25.0,1.0,9.1,85.0,50.0,177.1,2125.0,1,Diagonal Mar i el Front Martim del Poblenou
