,longitude,latitude,price
11152087,2.166156,41.381316,31.0
7450550,2.147171,41.408894,25.0
8033704,2.184262,41.385362,99.0
9345200,2.176198,41.425044,60.0
4248657,2.173489,41.433039,45.0
12196423,2.18169,41.402242,22.0
2538973,2.177258,41.387422,81.0
1278566,2.172766,41.406968,90.0
10803195,2.177584,41.380122,79.0
11229581,2.176126,41.379673,33.0
10354241,2.174302,41.381109,225.0
1407805,2.18086,41.396751,75.0
3218426,2.18107,41.383811,30.0
3822714,2.170609,41.428069,22.0
2562573,2.142623,41.385303,32.0
592098,2.172823,41.374291,70.0
11203940,2.156336,41.374715,100.0
10101846,2.14135,41.38183,179.0
1202134,2.181516,41.386073,88.0
7806225,2.179474,41.40661,25.0
3163230,2.17571,41.400899,70.0
543342,2.160434,41.382996,116.0
11751271,2.166473,41.373872,60.0
2393145,2.122782,41.396575,40.0
6112277,2.155795,41.385291,90.0
8560422,2.150721,41.410334,25.0
11980212,2.169126,41.406885,22.0
8109657,2.157899,41.382087,95.0
12162098,2.172977,41.39835,39.0
3036564,2.174242,41.407901,45.0
9469129,2.165107,41.374721,69.0
5972775,2.175476,41.390694,48.0
7169213,2.184716,41.384164,117.0
11753283,2.177167,41.396463,50.0
11840471,2.176041,41.412776,110.0
2144797,2.19773,41.402768,28.0
8261951,2.163905,41.378051,120.0
4200509,2.166731,41.427046,1007.0
11652533,2.167401,41.372939,35.0
9932701,2.16603,41.394974,250.0
6241665,2.164097,41.401744,11.0
5214859,2.1645,41.390157,115.0
858418,2.202595,41.406097,52.0
8303878,2.166976,41.403361,105.0
6664571,2.127204,41.377942,40.0
394104,2.183073,41.383184,149.0
9324089,2.191447,41.380565,80.0
11857281,2.201492,41.399841,35.0
7703200,2.158609,41.405859,35.0
5903768,2.14659,41.40455,150.0
4303312,2.196761,41.431098,99.0
1587745,2.176767,41.439494,14.0
10757666,2.17103,41.435438,90.0
4951779,2.146657,41.375449,78.0
9693356,2.158446,41.375049,55.0
957402,2.151555,41.371489,118.0
9237132,2.165551,41.37778,79.0
10607487,2.147116,41.380566,30.0
5257911,2.191454,41.391083,188.0
7710965,2.172007,41.387221,35.0
11886305,2.141786,41.395941,49.0
12089385,2.179411,41.403144,39.0
1011051,2.185327,41.391816,119.0
6471877,2.16416,41.402761,25.0
11632307,2.174458,41.409245,28.0
8979999,2.16489,41.38052,139.0
2555964,2.156595,41.395671,73.0
2372966,2.137322,41.377718,100.0
4200462,2.175106,41.408323,135.0
1194696,2.208197,41.417905,25.0
1823987,2.175939,41.391386,140.0
10033050,2.175816,41.379959,99.0
10784092,2.174468,41.385701,20.0
977491,2.157076,41.390673,120.0
965733,2.162723,41.384465,230.0
11861119,2.173415,41.405087,165.0
6616835,2.176695,41.388516,75.0
5845579,2.157622,41.371438,90.0
11055821,2.174134,41.378606,80.0
841015,2.178112,41.403156,35.0
2933557,2.160006,41.393902,88.0
2264151,2.159616,41.374563,282.0
262157,2.168212,41.4017,150.0
12078162,2.174461,41.412802,31.0
6335471,2.165599,41.381815,70.0
3507362,2.177031,41.426367,106.0
5413553,2.172042,41.400015,115.0
7554465,2.176205,41.399552,33.0
11729512,2.175667,41.378598,140.0
3608116,2.168373,41.375806,45.0
6388615,2.160484,41.388655,76.0
5332741,2.177697,41.402277,70.0
5997820,2.204601,41.437538,30.0
12098261,2.15472,41.41312,35.0
7193630,2.176331,41.38881,75.0
5172679,2.198516,41.384848,201.0
6873167,2.206356,41.401312,79.0
12161547,2.203442,41.408234,150.0
1693648,2.163322,41.389019,59.0
551314,2.172509,41.403346,180.0
213296,2.176313,41.387718,25.0
1217736,2.17427,41.377809,59.0
1339422,2.18524,41.410933,35.0
9400282,2.15439,41.375557,25.0
7691162,2.205331,41.409987,25.0
3409791,2.196582,41.394135,89.0
6987905,2.204811,41.405608,1857.0
6566851,2.182554,41.418204,82.0
1343256,2.176043,41.401801,60.0
5557564,2.179695,41.379857,85.0
7335015,2.157094,41.37498,120.0
4585814,2.20674,41.408159,100.0
8263368,2.20295,41.402945,25.0
10961854,2.180961,41.396942,29.0
8840548,2.178322,41.378559,51.0
10903401,2.176535,41.39811,20.0
10186347,2.172399,41.38846,60.0
9630076,2.175905,41.379169,25.0
7690342,2.175003,41.390317,101.0
9897450,2.17795,41.387737,39.0
1139953,2.199436,41.402944,50.0
6534648,2.201185,41.398497,25.0
1306780,2.180449,41.385921,40.0
956768,2.174307,41.401577,181.0
1255556,2.153844,41.374919,80.0
1577642,2.20187,41.40193,80.0
5228021,2.161151,41.391982,100.0
7941199,2.166583,41.408205,85.0
11708171,2.204035,41.398995,95.0
6656344,2.175615,41.406527,35.0
2096374,2.175646,41.406053,137.0
2346981,2.178677,41.40428,65.0
10128693,2.177493,41.399171,24.0
7492998,2.176188,41.382779,35.0
11159286,2.152618,41.401021,87.0
10589836,2.152676,41.390655,31.0
1109472,2.168749,41.385926,65.0
9939047,2.179011,41.38551,31.0
2682687,2.209033,41.401194,52.0
5649262,2.206096,41.422096,35.0
11717857,2.159709,41.385317,29.0
10988660,2.176206,41.383604,33.0
1101456,2.177326,41.401796,70.0
9061769,2.182048,41.438905,49.0
6316281,2.156144,41.399619,94.0
7253968,2.165342,41.379814,50.0
8606578,2.191802,41.393972,110.0
503783,2.171095,41.391912,76.0
11296215,2.185445,41.397977,17.0
9805219,2.173324,41.4018,350.0
7526618,2.148699,41.41298,23.0
3374176,2.160332,41.381644,80.0
2248576,2.174945,41.402488,165.0
11968549,2.155611,41.387888,26.0
7492194,2.148801,41.379047,20.0
8258929,2.171311,41.416955,50.0
6397672,2.166505,41.373646,105.0
7574593,2.161931,41.390715,270.0
1354875,2.158724,41.402241,85.0
5823627,2.161325,41.391881,49.0
5474765,2.152183,41.377182,120.0
10933434,2.183665,41.386684,123.0
937657,2.130744,41.384876,94.0
7566060,2.183154,41.384072,55.0
1563823,2.182384,41.406789,105.0
6574252,2.180144,41.409872,16.0
11214986,2.160882,41.379345,60.0
3393697,2.128661,41.382562,50.0
11508206,2.182181,41.421051,20.0
6001091,2.169921,41.419953,31.0
10178041,2.177301,41.392905,30.0
1086211,2.164674,41.372036,80.0
7995043,2.161847,41.406012,59.0
7458707,2.180537,41.411907,15.0
2380311,2.161064,41.385896,73.0
10587214,2.156848,41.387508,90.0
2258032,2.161499,41.388182,125.0
6439384,2.213426,41.404133,30.0
1142439,2.176004,41.435149,21.0
2289089,2.151916,41.38223,150.0
10277311,2.140624,41.409864,20.0
3435093,2.160291,41.400124,30.0
1340503,2.205562,41.401698,32.0
7348497,2.154718,41.383257,80.0
7822496,2.179349,41.414607,45.0
9084448,2.183218,41.384453,145.0
2097353,2.160454,41.388188,281.0
2097420,2.155679,41.394245,55.0
133420,2.175223,41.380156,99.0
6517767,2.144841,41.377703,111.0
5446173,2.204014,41.403692,121.0
1565192,2.160395,41.382266,40.0
7122007,2.176225,41.380401,45.0
7879061,2.197413,41.399447,25.0
5097014,2.174197,41.40369,150.0
10267590,2.164269,41.384617,79.0
4647415,2.161059,41.370567,60.0
3820601,2.165203,41.38632,139.0
1716379,2.166782,41.393825,494.0
526845,2.163257,41.386811,120.0
7966642,2.192939,41.395848,45.0
6833716,2.2051,41.407911,85.0
8315532,2.19816,41.414629,95.0
7124176,2.179251,41.399004,25.0
6242707,2.145407,41.382378,30.0
7712999,2.184295,41.383015,39.0
7081269,2.17501,41.387732,30.0
7719691,2.144098,41.355482,24.0
3285382,2.160365,41.386628,29.0
10631857,2.14635,41.383947,69.0
7413117,2.140808,41.401394,24.0
6307969,2.189683,41.394249,57.0
8074512,2.183745,41.400013,25.0
11194,2.181047,41.383905,41.0
840459,2.215213,41.4086,501.0
2054538,2.154056,41.411614,90.0
9721895,2.182551,41.389234,60.0
11504090,2.16122,41.378792,128.0
11987656,2.190005,41.405616,58.0
9874711,2.160235,41.4062,60.0
4529983,2.171836,41.371995,105.0
6092154,2.17797,41.408525,45.0
11141267,2.189941,41.376513,99.0
3709816,2.159868,41.382887,229.0
10013476,2.156127,41.388512,45.0
9491283,2.178495,41.410745,20.0
7517146,2.178144,41.388735,20.0
4577798,2.146978,41.433012,30.0
10223653,2.167162,41.381223,39.0
10679875,2.135935,41.38811,20.0
6747917,2.201851,41.385985,60.0
5596629,2.176421,41.409764,58.0
4634267,2.15995,41.379321,39.0
5773802,2.14715,41.379769,35.0
9601390,2.17015,41.406499,30.0
7303112,2.1894,41.400987,23.0
7433767,2.176145,41.39812,40.0
3615442,2.189004,41.407435,32.0
9661132,2.163137,41.381293,74.0
8510376,2.149901,41.4051,35.0
5836236,2.123696,41.399759,250.0
9664034,2.173333,41.382728,160.0
8623976,2.190214,41.392157,25.0
1149160,2.147961,41.372579,94.0
4657312,2.182648,41.391864,150.0
611252,2.166543,41.37958,15.0
5803475,2.158886,41.373703,39.0
1150128,2.139737,41.410441,96.0
7495351,2.173453,41.401432,99.0
2684459,2.175007,41.382431,69.0
7343082,2.153706,41.403675,150.0
5723926,2.209927,41.404365,155.0
462062,2.151581,41.379729,19.0
7066976,2.168882,41.38288,81.0
850532,2.167769,41.376975,36.0
9529845,2.173775,41.401466,130.0
6701235,2.127926,41.382106,45.0
5302760,2.159416,41.39158,120.0
6452178,2.181289,41.384247,17.0
6308748,2.192994,41.393122,587.0
11274675,2.177773,41.394324,59.0
7283830,2.175527,41.408348,38.0
6396604,2.103996,41.414197,220.0
9678786,2.181854,41.410668,10.0
1034303,2.155419,41.381305,25.0
722801,2.182919,41.391806,31.0
1034301,2.154712,41.380021,25.0
9984687,2.130313,41.378656,35.0
1034304,2.156237,41.381414,25.0
1101792,2.145889,41.411835,60.0
3840147,2.184741,41.386846,45.0
946213,2.17717,41.407487,21.0
1060411,2.169338,41.380198,54.0
8085433,2.180121,41.38412,34.0
3243425,2.190211,41.436396,55.0
1373743,2.176821,41.40094,83.0
3131215,2.155705,41.382011,80.0
2517804,2.167261,41.372055,79.0
7256664,2.166483,41.394448,39.0
83283,2.173875,41.409583,30.0
1477806,2.176304,41.404257,50.0
4381232,2.173188,41.381538,65.0
10481562,2.188143,41.37792,23.0
6421521,2.169652,41.392613,29.0
678900,2.120012,41.39975,75.0
10373116,2.161674,41.382843,32.0
5518819,2.193388,41.398646,200.0
3535864,2.174994,41.3901,110.0
6281143,2.204075,41.403345,46.0
6787451,2.173826,41.402552,135.0
9182647,2.18599,41.433691,35.0
4692804,2.169289,41.39874,50.0
3702627,2.185772,41.408755,61.0
10304710,2.198421,41.419302,18.0
9628366,2.169521,41.382451,69.0
576550,2.196905,41.389089,270.0
10656243,2.155304,41.401883,18.0
1414987,2.178425,41.389561,46.0
209673,2.157422,41.398947,75.0
7452543,2.171534,41.385456,34.0
8228127,2.14331,41.396285,90.0
9690541,2.17176,41.38148,35.0
4087871,2.154882,41.383914,98.0
11080363,2.170231,41.406094,90.0
8058219,2.175182,41.383302,250.0
8223573,2.161015,41.40083,22.0
988593,2.184424,41.382738,20.0
5903424,2.184646,41.400524,21.0
4491495,2.176767,41.396028,40.0
1153834,2.158843,41.404616,55.0
11331517,2.190144,41.3956,250.0
7982071,2.161571,41.382517,38.0
4220686,2.156466,41.406099,70.0
7972318,2.124585,41.377452,26.0
8378873,2.179487,41.388615,80.0
6115210,2.164762,41.37232,29.0
4581160,2.18274,41.442855,66.0
7527139,2.14722,41.386048,35.0
7224793,2.153824,41.381617,40.0
11883543,2.165613,41.37102,70.0
10244297,2.189664,41.377262,46.0
9607179,2.162195,41.412209,23.0
7727638,2.148505,41.408439,115.0
8251197,2.172701,41.383581,125.0
1440256,2.153309,41.386681,155.0
11014833,2.216945,41.407381,235.0
7586517,2.147843,41.406641,100.0
9546374,2.184017,41.384392,25.0
12169702,2.182281,41.398371,24.0
3010411,2.151028,41.420857,28.0
5810618,2.201721,41.40251,21.0
1670235,2.165442,41.385127,35.0
6609686,2.216115,41.411358,20.0
4249935,2.168332,41.372143,90.0
1111418,2.151638,41.39218,60.0
4926389,2.149294,41.400391,37.0
3491453,2.173381,41.408599,85.0
3289295,2.150932,41.380069,29.0
1111412,2.138591,41.404466,72.0
3773128,2.166365,41.412366,117.0
9104471,2.177214,41.389418,125.0
513943,2.161729,41.382583,59.0
8752941,2.177014,41.38107,100.0
3455823,2.175227,41.402351,84.0
5605569,2.165324,41.394284,40.0
8747441,2.161525,41.389431,130.0
10982249,2.139793,41.36779,38.0
8747446,2.174186,41.401737,44.0
9407049,2.189621,41.41759,139.0
776151,2.150268,41.37421,93.0
11825402,2.1799,41.39887,10.0
3000602,2.163304,41.399743,95.0
11062707,2.123994,41.397558,50.0
6024800,2.165106,41.383776,85.0
2863752,2.161424,41.401658,29.0
6123780,2.158691,41.391359,195.0
2100391,2.169906,41.406789,40.0
9639936,2.137248,41.408614,35.0
3881519,2.145993,41.376152,20.0
11941173,2.151992,41.381576,77.0
11941170,2.207401,41.405024,120.0
10882659,2.139938,41.374897,39.0
7185305,2.183085,41.387887,107.0
11770237,2.187387,41.393364,30.0
11667431,2.18164,41.405646,35.0
1113540,2.146819,41.375613,75.0
4691491,2.167634,41.374474,66.0
6566440,2.169746,41.386673,41.0
7777757,2.149393,41.411089,18.0
6537881,2.172931,41.387215,50.0
771144,2.161274,41.373009,35.0
2936402,2.156951,41.40772,35.0
3998849,2.207873,41.41274,235.0
9222321,2.149513,41.411492,24.0
5090934,2.178517,41.384977,28.0
8385622,2.13495,41.379172,16.0
6722411,2.181297,41.41795,20.0
6973018,2.126417,41.381406,16.0
6243930,2.164202,41.402013,11.0
11196258,2.188991,41.407143,21.0
7730163,2.157897,41.37294,32.0
186221,2.167167,41.406713,1182.0
11019415,2.180513,41.40143,39.0
9422232,2.163344,41.388384,73.0
4257579,2.159908,41.406117,39.0
5068608,2.147873,41.381771,85.0
846223,2.165947,41.4025,69.0
10300714,2.17354,41.407603,39.0
8215509,2.14807,41.409317,95.0
6399512,2.206138,41.400041,120.0
1885947,2.184665,41.408804,25.0
7845103,2.179103,41.420445,65.0
10134327,2.178824,41.388553,53.0
544902,2.1652,41.373936,18.0
6501608,2.202383,41.404328,60.0
7521899,2.164818,41.416743,50.0
11966461,2.176522,41.385381,75.0
10856575,2.173196,41.382074,100.0
6090417,2.214826,41.418644,80.0
2881921,2.198906,41.408917,41.0
6382705,2.175224,41.384646,80.0
12247621,2.142468,41.410028,68.0
902403,2.17115,41.391198,185.0
3239460,2.14323,41.379737,149.0
5178732,2.186534,41.41351,10.0
1436444,2.128274,41.396264,85.0
7170725,2.208704,41.39984,30.0
3871873,2.153799,41.374869,30.0
7854497,2.180219,41.394197,99.0
1445152,2.192172,41.392632,99.0
9218322,2.158553,41.405337,25.0
10534090,2.177212,41.387671,60.0
6918395,2.10346,41.410555,120.0
10847557,2.148448,41.387127,14.0
7465343,2.16609,41.378069,48.0
6386280,2.159589,41.392774,90.0
10588575,2.178697,41.381439,115.0
4523588,2.144808,41.394086,50.0
11719188,2.166608,41.386477,57.0
2341671,2.173774,41.382161,30.0
1256137,2.171206,41.396528,96.0
1952668,2.201651,41.394493,139.0
6683984,2.175104,41.407939,151.0
8395613,2.166719,41.395241,100.0
3687219,2.167787,41.416454,80.0
10622461,2.170607,41.400334,33.0
9983620,2.18894,41.380018,83.0
8041232,2.182043,41.383435,50.0
8432610,2.165156,41.393931,99.0
1595546,2.157625,41.397369,235.0
7655892,2.177222,41.379261,45.0
11768506,2.167854,41.376991,150.0
2638769,2.16155,41.4024,76.0
8679922,2.199984,41.396861,46.0
2622984,2.17761,41.385724,39.0
800045,2.132404,41.385217,70.0
608402,2.191026,41.451037,17.0
1238901,2.156549,41.38494,60.0
5755212,2.180628,41.384393,39.0
1207407,2.166037,41.398392,129.0
10174375,2.158176,41.412175,41.0
9380814,2.16569,41.402332,117.0
11899989,2.173496,41.405992,194.0
11417885,2.155554,41.391386,270.0
12015748,2.160053,41.391976,100.0
5791212,2.16468,41.383357,60.0
1676864,2.171917,41.391066,129.0
1697627,2.147552,41.399162,32.0
6543301,2.164006,41.374282,45.0
6669346,2.194048,41.397576,45.0
9296228,2.165323,41.390655,140.0
12041942,2.166872,41.383002,79.0
1970402,2.182975,41.384205,170.0
4434046,2.158072,41.38302,89.0
4090521,2.184039,41.407679,90.0
7253154,2.161486,41.395954,50.0
11603936,2.157738,41.400673,140.0
2071221,2.18151,41.383281,65.0
1137644,2.18971,41.426791,82.0
8450553,2.128487,41.391168,35.0
893456,2.16229,41.398975,60.0
1775920,2.160115,41.40682,100.0
6791560,2.179034,41.378891,45.0
12193122,2.216318,41.415796,85.0
9663802,2.167679,41.403688,100.0
4844179,2.156851,41.374813,180.0
11407825,2.177534,41.399868,29.0
10062656,2.176012,41.422744,49.0
432482,2.163132,41.392878,201.0
891631,2.180035,41.409538,80.0
9011221,2.167075,41.380345,15.0
4188013,2.173468,41.437171,20.0
8063851,2.145698,41.408776,100.0
11307671,2.189106,41.378892,25.0
9378642,2.190065,41.393208,68.0
8257847,2.1829,41.398695,79.0
11004412,2.177413,41.388852,89.0
9871098,2.193709,41.411942,13.0
723187,2.166412,41.437467,20.0
7512537,2.130769,41.382117,20.0
5197979,2.13309,41.393432,30.0
7798074,2.182046,41.460237,55.0
7215651,2.15741,41.4073,55.0
5666423,2.166664,41.40414,52.0
2401712,2.171205,41.374022,31.0
7488801,2.18166,41.387514,75.0
7097106,2.149053,41.38195,140.0
12229335,2.163353,41.373313,35.0
12063169,2.171255,41.373808,125.0
9071596,2.170038,41.382055,37.0
9113733,2.152205,41.40437,25.0
481875,2.161877,41.398602,152.0
2049135,2.167122,41.399354,55.0
10034259,2.179277,41.410191,30.0
8515646,2.161811,41.414767,83.0
2597133,2.178615,41.381626,45.0
1278541,2.212377,41.404717,25.0
10555485,2.13762,41.394116,380.0
10442745,2.176829,41.380439,33.0
8426674,2.154112,41.376106,90.0
10558480,2.175344,41.378558,55.0
417239,2.157419,41.402278,95.0
4381393,2.161994,41.374138,59.0
6565202,2.180083,41.394956,59.0
1161251,2.157878,41.399581,85.0
2639631,2.187934,41.392993,22.0
699302,2.152084,41.376245,25.0
4012013,2.175812,41.381081,50.0
507667,2.181908,41.396248,38.0
7288715,2.143212,41.403081,135.0
6290341,2.165812,41.379618,39.0
10876090,2.161266,41.400706,35.0
8896626,2.181747,41.387103,50.0
11748009,2.149995,41.397928,146.0
10311921,2.217773,41.416413,46.0
10581101,2.181457,41.397158,260.0
447175,2.122773,41.40028,90.0
12033008,2.181215,41.381881,106.0
1424694,2.129891,41.383606,108.0
3085676,2.198715,41.401271,189.0
7955492,2.149329,41.403389,20.0
9517784,2.128975,41.376203,32.0
369077,2.189063,41.37683,97.0
2763312,2.154689,41.378678,100.0
2768831,2.17027,41.396917,65.0
4635434,2.183107,41.38522,89.0
11351527,2.147845,41.38873,50.0
5830733,2.187383,41.381999,39.0
8062091,2.179491,41.386178,66.0
229205,2.153899,41.382184,39.0
332531,2.183976,41.405651,60.0
10270271,2.146533,41.396479,33.0
1517028,2.204871,41.400088,110.0
954226,2.155922,41.39972,100.0
5039965,2.158228,41.38284,35.0
11984074,2.17225,41.383954,30.0
1583404,2.170499,41.411752,75.0
35379,2.152678,41.390292,45.0
7596364,2.148278,41.405434,49.0
953704,2.17914,41.414102,20.0
6719885,2.179426,41.407784,32.0
5609675,2.189658,41.380321,50.0
742156,2.146319,41.410004,38.0
3744593,2.159424,41.38549,135.0
9371759,2.179989,41.407414,90.0
4691397,2.177772,41.395532,30.0
598329,2.186735,41.375707,120.0
9155562,2.178407,41.395575,35.0
8902009,2.177803,41.383515,61.0
8757303,2.182804,41.384954,169.0
12223472,2.187617,41.400616,30.0
3223130,2.15323,41.376267,75.0
1607133,2.159441,41.402311,70.0
1754473,2.160507,41.39308,39.0
4274545,2.152505,41.402501,75.0
9427293,2.154449,41.376252,75.0
7263435,2.167471,41.381963,47.0
4014762,2.1781,41.422125,29.0
6640385,2.151099,41.410742,63.0
546884,2.170896,41.402607,211.0
3984001,2.15391,41.393235,60.0
7172379,2.174173,41.396159,29.0
9956908,2.176628,41.399394,69.0
6504617,2.1849,41.383259,141.0
3611683,2.151382,41.395482,130.0
696301,2.176516,41.388572,39.0
8187681,2.187568,41.381682,30.0
7091925,2.195489,41.401152,65.0
2773906,2.16542,41.372757,70.0
11547604,2.154736,41.39183,45.0
9951955,2.175168,41.381282,59.0
10447043,2.157058,41.403051,34.0
1478286,2.200585,41.438879,35.0
6573804,2.181903,41.410028,11.0
11542076,2.190377,41.378272,20.0
10876112,2.158214,41.385363,385.0
689772,2.175466,41.379688,75.0
551378,2.156123,41.39339,101.0
234567,2.165459,41.390518,150.0
10160869,2.164289,41.415476,19.0
9060787,2.155719,41.386715,94.0
1013513,2.184307,41.399139,62.0
9893820,2.165417,41.379161,19.0
922332,2.163759,41.380204,65.0
501924,2.143662,41.389042,33.0
10185189,2.137987,41.409255,31.0
5635820,2.162214,41.373791,43.0
5296764,2.17558,41.406985,105.0
5518911,2.177385,41.441085,80.0
7140173,2.164834,41.385207,100.0
293502,2.180968,41.377313,75.0
6496950,2.179978,41.405081,110.0
2588674,2.167396,41.37325,65.0
11904039,2.141804,41.388368,95.0
2451782,2.170607,41.405993,35.0
11649350,2.159948,41.412198,30.0
9591201,2.147247,41.399792,246.0
11584059,2.169954,41.382373,35.0
6294064,2.157783,41.381919,18.0
9712764,2.181925,41.408985,10.0
10938,2.17098,41.432447,75.0
6898132,2.176755,41.382192,50.0
8067911,2.159922,41.38194,71.0
9709056,2.174651,41.385694,85.0
4065756,2.217698,41.416495,50.0
255186,2.149414,41.410765,25.0
11187664,2.159357,41.379821,99.0
8590981,2.166901,41.402502,72.0
1775452,2.184624,41.409041,38.0
7597230,2.163716,41.380587,35.0
11231083,2.172694,41.381803,207.0
12026327,2.145927,41.376423,41.0
995920,2.140105,41.410602,15.0
8874644,2.173331,41.390512,92.0
2411106,2.160591,41.381501,119.0
1298718,2.1536,41.402219,50.0
2411105,2.160636,41.386251,59.0
6231327,2.170159,41.406426,95.0
11781459,2.181039,41.381826,80.0
912414,2.146315,41.374854,65.0
5335395,2.161542,41.382856,82.0
2415344,2.165087,41.38045,20.0
2662683,2.167693,41.387138,80.0
6867768,2.148275,41.403953,17.0
694516,2.169456,41.427622,38.0
11732271,2.162022,41.381325,35.0
2718991,2.187942,41.393884,70.0
3725361,2.19959,41.397137,29.0
9872527,2.174815,41.382858,40.0
9203738,2.171594,41.383381,100.0
7591641,2.15879,41.389507,45.0
3081744,2.201833,41.423182,25.0
8771711,2.18813,41.425487,25.0
10880436,2.184304,41.381343,35.0
9708016,2.180216,41.405901,93.0
10010274,2.18073,41.384796,65.0
3592392,2.132027,41.375812,55.0
1814524,2.186352,41.391405,30.0
801237,2.177745,41.41108,95.0
9297670,2.143033,41.377713,68.0
3000013,2.15518,41.398352,120.0
11452994,2.174024,41.384625,30.0
5671013,2.140316,41.383286,57.0
8190334,2.15574,41.393586,35.0
7800320,2.175242,41.392652,30.0
4422386,2.205253,41.396283,130.0
12289235,2.188385,41.393023,86.0
7243623,2.168282,41.380121,49.0
3740626,2.19863,41.411848,61.0
3984221,2.154887,41.378165,85.0
2966368,2.149482,41.37676,25.0
1196515,2.179722,41.386557,40.0
11355524,2.152936,41.375129,50.0
765443,2.176626,41.385807,18.0
1340564,2.16661,41.400114,40.0
7924699,2.209893,41.408481,75.0
5312161,2.157126,41.376132,30.0
2500759,2.154989,41.394774,105.0
3789311,2.165739,41.373353,41.0
3476107,2.162012,41.402019,25.0
10767261,2.175222,41.390053,275.0
10515281,2.164649,41.405697,25.0
190617,2.151105,41.409667,44.0
8189155,2.189948,41.426513,24.0
2077957,2.152626,41.393663,101.0
7316023,2.138846,41.388215,45.0
7136825,2.158089,41.388597,46.0
10468388,2.141638,41.389572,76.0
1326848,2.116145,41.376773,80.0
9517933,2.139634,41.412963,21.0
11034198,2.156685,41.401194,59.0
8951827,2.183126,41.379152,80.0
11385480,2.164469,41.377274,60.0
4116665,2.145036,41.384047,149.0
9862962,2.180169,41.387717,50.0
11651348,2.151551,41.378171,120.0
5365867,2.166664,41.380779,46.0
964539,2.207981,41.410124,18.0
11834623,2.167151,41.372434,100.0
2389049,2.155505,41.373573,59.0
8160503,2.171861,41.405209,33.0
8981612,2.180473,41.385469,53.0
7658950,2.16684,41.379897,35.0
7658953,2.17338,41.408558,39.0
7003642,2.166875,41.40774,95.0
11983852,2.173764,41.375182,144.0
8560321,2.132429,41.387902,30.0
11694040,2.161017,41.381351,45.0
1506719,2.150552,41.399319,20.0
216699,2.177958,41.384842,42.0
1862225,2.166681,41.396659,120.0
9345077,2.190096,41.378047,50.0
10097599,2.173375,41.380971,99.0
1305869,2.186157,41.408835,39.0
1790255,2.176105,41.380274,60.0
11109441,2.161999,41.414034,45.0
182877,2.141158,41.395618,180.0
7382539,2.161744,41.382674,20.0
10358760,2.17345,41.381611,59.0
8188993,2.13964,41.376334,22.0
9540256,2.155485,41.382781,25.0
5002173,2.15807,41.3802,49.0
3820831,2.182858,41.390427,38.0
6639960,2.152273,41.389417,61.0
7395535,2.175005,41.396725,40.0
3635491,2.178688,41.388572,78.0
4558596,2.160641,41.411437,130.0
11491110,2.166426,41.375521,60.0
5328599,2.19614,41.399487,90.0
8298893,2.173643,41.383672,70.0
10586335,2.174835,41.386342,35.0
2784802,2.178996,41.409374,82.0
4544081,2.144131,41.370022,2280.0
3308296,2.160209,41.39998,71.0
2755738,2.161629,41.379031,90.0
9466425,2.154393,41.413495,80.0
6484533,2.169866,41.379381,20.0
6634822,2.177113,41.400392,23.0
2788720,2.174487,41.40296,55.0
8234787,2.190195,41.379754,40.0
4158947,2.188125,41.409648,30.0
6083039,2.182077,41.408441,40.0
10690543,2.133753,41.40594,320.0
5211302,2.14756,41.374432,55.0
1850472,2.172261,41.382305,60.0
11979731,2.186722,41.380935,75.0
639137,2.143419,41.384198,75.0
3005533,2.200126,41.391187,111.0
862524,2.164843,41.388585,145.0
7003233,2.183957,41.406792,100.0
8379811,2.192362,41.395362,95.0
6615353,2.155708,41.388262,29.0
4687928,2.176586,41.396969,15.0
938607,2.179385,41.387659,35.0
6000359,2.138557,41.389727,88.0
11766835,2.198892,41.423368,20.0
7543215,2.168732,41.372731,115.0
7721380,2.149962,41.38192,129.0
4764274,2.203111,41.407572,88.0
8281168,2.202686,41.399936,50.0
11372310,2.163279,41.400465,91.0
832516,2.138343,41.369868,22.0
11320140,2.191762,41.395292,250.0
229417,2.173088,41.382571,350.0
11897496,2.189829,41.414524,85.0
6890369,2.162535,41.390789,108.0
7591859,2.17721,41.387167,141.0
11864420,2.14808,41.402352,70.0
11146420,2.172278,41.385886,291.0
6023596,2.15324,41.374005,25.0
4124333,2.199807,41.38717,100.0
1159823,2.197507,41.399083,210.0
6814489,2.163217,41.433968,40.0
493122,2.194447,41.400311,14.0
2851461,2.174344,41.385766,54.0
2268119,2.159164,41.381417,57.0
2412619,2.170931,41.393328,60.0
5989430,2.18934,41.392954,29.0
6981097,2.166474,41.400789,49.0
2133011,2.202257,41.397877,34.0
460537,2.205245,41.398443,176.0
6395411,2.157311,41.37333,94.0
5714761,2.158516,41.399353,85.0
10161905,2.168474,41.374745,40.0
10492390,2.16781,41.387029,80.0
318624,2.177791,41.418986,20.0
3764992,2.186233,41.392197,96.0
8650653,2.207605,41.40368,44.0
11257216,2.147982,41.419517,20.0
7793534,2.179187,41.414074,45.0
5498952,2.128967,41.387317,15.0
5129820,2.176306,41.388875,20.0
7757929,2.189142,41.393607,1857.0
630810,2.164193,41.395538,187.0
5083404,2.183514,41.42925,58.0
9705434,2.220133,41.415406,48.0
8585795,2.159008,41.383283,45.0
6381267,2.158016,41.406773,89.0
4051156,2.163091,41.374349,29.0
9183310,2.179352,41.406214,40.0
11401735,2.145095,41.39036,150.0
