,longitude,latitude,price
1668667,2.206006,41.403019,97.0
12145819,2.155942,41.392441,140.0
9900473,2.179454,41.382951,100.0
4878630,2.152452,41.404653,75.0
6890948,2.182725,41.383026,130.0
6318322,2.159196,41.374423,40.0
2324467,2.171649,41.385408,185.0
7270144,2.163023,41.404521,59.0
1823916,2.176543,41.390023,80.0
12006497,2.168329,41.372555,25.0
1193162,2.159559,41.386658,50.0
4661131,2.177919,41.39995,40.0
5608088,2.176717,41.394236,190.0
9384495,2.163193,41.376581,45.0
7093248,2.158624,41.397925,50.0
12193773,2.165078,41.389224,150.0
910349,2.161297,41.37324,20.0
5092633,2.156674,41.375009,45.0
7605309,2.181227,41.393851,100.0
1278717,2.174828,41.425175,18.0
9354205,2.189801,41.376072,65.0
7578146,2.145655,41.398685,37.0
6172618,2.196922,41.393887,154.0
9406443,2.168463,41.383574,28.0
10512760,2.180807,41.421905,75.0
10435000,2.165242,41.379648,65.0
3773905,2.189895,41.394678,2349.0
500426,2.147358,41.43506,50.0
1392132,2.180232,41.40796,82.0
8736851,2.171662,41.400285,89.0
2528991,2.178816,41.416492,70.0
7271564,2.147859,41.409813,33.0
12259072,2.148842,41.403963,24.0
9020957,2.176692,41.401409,101.0
7460141,2.139497,41.409858,22.0
9599058,2.179223,41.382916,82.0
5233245,2.190342,41.414898,38.0
9985434,2.181772,41.380577,46.0
10111315,2.183399,41.385098,60.0
952511,2.150743,41.377161,65.0
6537600,2.158097,41.438045,47.0
449811,2.158968,41.386477,61.0
515245,2.130732,41.374773,115.0
2216262,2.132067,41.388556,85.0
9755908,2.208602,41.402063,49.0
12152943,2.158075,41.407596,36.0
861172,2.164473,41.374206,75.0
7937671,2.150146,41.403058,116.0
7010794,2.178801,41.411985,82.0
516335,2.187348,41.423322,10.0
1522719,2.169304,41.435332,28.0
6371883,2.14205,41.374559,29.0
877884,2.150619,41.385877,119.0
1339639,2.179411,41.409889,103.0
8033537,2.153991,41.382666,35.0
4845830,2.153479,41.37969,85.0
11064883,2.186539,41.39445,48.0
10593986,2.174529,41.380563,75.0
1201058,2.16403,41.384227,81.0
7773083,2.20724,41.419529,30.0
7462798,2.160917,41.385748,84.0
2542240,2.164579,41.384724,75.0
12075473,2.15601,41.405541,100.0
8323232,2.159196,41.388756,124.0
5603858,2.15383,41.377417,45.0
11512391,2.175143,41.382318,110.0
1728329,2.179083,41.393079,60.0
2712474,2.157833,41.388723,40.0
11926284,2.183929,41.410297,38.0
10335997,2.208611,41.408934,83.0
3227954,2.162459,41.378205,102.0
672728,2.175854,41.397355,125.0
5917011,2.163531,41.407728,85.0
7837616,2.198661,41.4034,45.0
8685205,2.151735,41.381451,24.0
9311691,2.151626,41.398676,110.0
1329829,2.163076,41.377664,103.0
11327807,2.163933,41.41413,90.0
9761994,2.164169,41.376283,110.0
2738907,2.159504,41.381568,39.0
7620135,2.18283,41.382157,75.0
2769696,2.157536,41.37552,16.0
12197349,2.169716,41.378827,75.0
1695711,2.170968,41.393311,70.0
3567044,2.195169,41.38947,185.0
8109509,2.146033,41.405452,57.0
7336421,2.136786,41.37823,35.0
3771886,2.154294,41.404028,54.0
8806793,2.188638,41.377185,23.0
3771734,2.183861,41.390298,36.0
4797926,2.180304,41.411492,70.0
10121658,2.177317,41.44439,54.0
4804324,2.157077,41.385899,39.0
10238862,2.188646,41.408452,40.0
11220715,2.177029,41.391078,21.0
1196404,2.164772,41.372653,222.0
2892743,2.18811,41.411747,20.0
5859026,2.190635,41.410947,35.0
11883471,2.145501,41.386018,20.0
1102069,2.17724,41.382666,50.0
316878,2.15896,41.384244,119.0
7474435,2.205779,41.421456,33.0
7779815,2.175066,41.402923,35.0
12170941,2.196579,41.417063,30.0
8216869,2.163949,41.377653,80.0
4258028,2.165004,41.41531,260.0
1343157,2.170143,41.373163,49.0
9228085,2.149122,41.393369,22.0
1002233,2.170415,41.37417,80.0
7944111,2.18341,41.40563,251.0
2385368,2.191217,41.399543,50.0
7337595,2.155312,41.383754,89.0
1096442,2.206369,41.404712,43.0
8912392,2.162811,41.396746,82.0
7277652,2.174157,41.382218,31.0
8218053,2.176452,41.385662,112.0
5114239,2.19757,41.38865,60.0
1158939,2.18051,41.385164,15.0
7940855,2.177388,41.402273,17.0
947269,2.156829,41.381499,40.0
1387565,2.179922,41.384845,240.0
1548673,2.137341,41.406476,30.0
10699994,2.210263,41.40245,180.0
626043,2.18269,41.393751,32.0
6010677,2.15885,41.382242,45.0
1959947,2.183151,41.385456,98.0
9626098,2.21284,41.40313,390.0
11669057,2.163432,41.385421,47.0
3817705,2.172522,41.400026,70.0
9538667,2.19642,41.415932,55.0
537233,2.169237,41.394757,30.0
1349311,2.171119,41.402357,19.0
7002518,2.181272,41.384676,39.0
8439588,2.152643,41.39203,33.0
4461852,2.217707,41.413287,25.0
7894510,2.170243,41.382863,30.0
11630284,2.207638,41.401421,181.0
264621,2.172293,41.396996,175.0
1294904,2.179513,41.376488,30.0
3160677,2.186011,41.386622,115.0
4615528,2.157459,41.382481,100.0
4208455,2.175413,41.405445,95.0
3497320,2.186933,41.414869,120.0
10980255,2.178578,41.38893,55.0
986015,2.160045,41.398889,89.0
11368176,2.154228,41.380299,80.0
4548260,2.17302,41.383013,38.0
3561832,2.182388,41.383145,29.0
8262860,2.18017,41.413524,114.0
8253250,2.165576,41.372137,20.0
8822209,2.149308,41.393662,88.0
9855445,2.168085,41.376179,149.0
9782536,2.174342,41.40501,85.0
11881755,2.141412,41.412336,70.0
11332057,2.208178,41.397885,299.0
1425685,2.16654,41.40247,90.0
7670,2.183842,41.386942,50.0
2366007,2.19761,41.394285,38.0
8162751,2.198661,41.407565,23.0
2728997,2.182082,41.39806,40.0
1845924,2.182088,41.460583,39.0
2129913,2.152925,41.376683,45.0
1397560,2.19707,41.402985,120.0
8882123,2.164809,41.374212,20.0
11471127,2.186958,41.414526,23.0
10951799,2.167242,41.385132,70.0
1292991,2.207091,41.406026,115.0
5963448,2.158481,41.38399,181.0
2613641,2.143252,41.38503,60.0
1202355,2.174491,41.378174,50.0
11907594,2.17387,41.404657,130.0
7067195,2.190612,41.393657,35.0
9723681,2.180391,41.387474,39.0
11692622,2.158589,41.375673,40.0
643783,2.140377,41.384505,18.0
11561410,2.158889,41.380016,80.0
1297191,2.220727,41.413658,45.0
1177972,2.178711,41.384409,40.0
11300705,2.167877,41.38532,95.0
3259167,2.164976,41.391238,89.0
9045116,2.142357,41.378113,28.0
10566779,2.172764,41.378764,130.0
917316,2.179419,41.383302,52.0
6724920,2.149675,41.383733,35.0
6530779,2.162834,41.39069,399.0
4877233,2.164506,41.374017,92.0
10182170,2.151247,41.379282,90.0
11065450,2.183416,41.407956,20.0
10095089,2.173165,41.379646,150.0
12005600,2.141853,41.374527,20.0
9601948,2.149245,41.37322,35.0
521693,2.174124,41.373421,105.0
2782746,2.171222,41.398307,149.0
7573032,2.138667,41.401038,100.0
8677015,2.128928,41.377804,24.0
924382,2.167319,41.389687,181.0
10476767,2.15327,41.375423,18.0
2077030,2.158346,41.376981,69.0
10586456,2.174552,41.387736,35.0
5760912,2.166814,41.387445,85.0
2677937,2.158477,41.393777,145.0
6587082,2.154826,41.375637,40.0
3846956,2.171023,41.428502,30.0
4664667,2.215174,41.404307,253.0
513825,2.175323,41.401027,120.0
8481897,2.14965,41.391008,40.0
6845968,2.140944,41.401302,97.0
1044121,2.157652,41.374554,74.0
10748808,2.142579,41.409941,31.0
8094767,2.149569,41.378372,33.0
12146722,2.177581,41.383553,91.0
7994545,2.152428,41.387359,39.0
6578626,2.18285,41.388436,25.0
11790005,2.180577,41.383655,104.0
1361240,2.167583,41.381672,30.0
602190,2.189746,41.393019,60.0
2956742,2.187077,41.410671,99.0
7255381,2.16956,41.425945,89.0
5189683,2.163226,41.375043,20.0
9422537,2.177544,41.398563,42.0
6733138,2.191978,41.406835,34.0
143357,2.145759,41.396962,35.0
1428219,2.167878,41.391833,29.0
1580667,2.188313,41.406731,120.0
10736948,2.152633,41.378144,25.0
838475,2.155862,41.373621,71.0
7595213,2.149016,41.422281,68.0
8570006,2.167108,41.379503,100.0
11135703,2.19853,41.387353,216.0
7735428,2.176474,41.381807,76.0
10854851,2.183286,41.423766,20.0
12035119,2.171376,41.381448,30.0
10011680,2.208406,41.397888,62.0
4102206,2.166815,41.394194,110.0
3525730,2.175614,41.387809,89.0
1266069,2.207469,41.404054,110.0
8155921,2.155188,41.398156,40.0
9344009,2.142441,41.420564,25.0
673708,2.207558,41.398809,50.0
11028835,2.210762,41.41889,29.0
11418873,2.158731,41.387982,36.0
7737952,2.168467,41.374601,80.0
8746707,2.1566,41.388519,40.0
8746705,2.204012,41.407286,30.0
7263764,2.140813,41.374934,89.0
5168646,2.191237,41.451862,61.0
497545,2.157801,41.389154,130.0
2054333,2.195661,41.398435,50.0
12139310,2.158583,41.392732,50.0
3427327,2.204998,41.39842,80.0
498632,2.158937,41.38544,115.0
4847763,2.177136,41.4098,22.0
755382,2.159647,41.397483,130.0
7991841,2.147917,41.392833,26.0
2472349,2.175492,41.402685,90.0
7269518,2.174897,41.442726,20.0
986639,2.180114,41.379546,200.0
10869526,2.186382,41.441859,400.0
2871694,2.180848,41.395892,29.0
3353692,2.167571,41.381104,41.0
7269512,2.177782,41.416162,30.0
8574263,2.154324,41.406883,50.0
7323683,2.179487,41.386343,100.0
11557863,2.165217,41.383707,52.0
10072528,2.214691,41.411847,30.0
1263882,2.178834,41.386029,125.0
3508845,2.161859,41.399698,25.0
5420766,2.159955,41.379761,21.0
2307905,2.15609,41.373546,49.0
1014913,2.159265,41.383486,36.0
11291794,2.178695,41.40711,64.0
3346210,2.17514,41.377164,25.0
7640768,2.182876,41.45426,31.0
2087178,2.132623,41.401135,85.0
1970563,2.179327,41.399567,39.0
9124504,2.165885,41.373358,1589.0
7635579,2.133083,41.38286,40.0
7710740,2.199074,41.386582,1409.0
9905860,2.16508,41.390393,65.0
2673493,2.190284,41.390372,24.0
7348707,2.201527,41.401824,70.0
10198300,2.16264,41.399998,25.0
11666021,2.18058,41.386896,90.0
7070568,2.186018,41.406858,28.0
11083399,2.157032,41.395582,70.0
12152776,2.181181,41.409525,90.0
3886434,2.20164,41.386911,39.0
8284320,2.18269,41.410192,16.0
3462828,2.153849,41.402365,45.0
6346108,2.191065,41.378961,20.0
5320263,2.181545,41.388527,40.0
7712792,2.206574,41.41856,36.0
11179999,2.214907,41.413126,39.0
5350350,2.182483,41.395739,49.0
6002306,2.189069,41.392077,22.0
10367774,2.192731,41.394393,37.0
9500090,2.177182,41.380454,99.0
9273634,2.147981,41.394474,36.0
10537087,2.15869,41.371799,18.0
6732914,2.19081,41.376846,50.0
4970715,2.146651,41.384338,77.0
3045137,2.175122,41.382229,90.0
9646964,2.170821,41.38069,23.0
2855253,2.190444,41.407696,36.0
8688473,2.130213,41.40759,1200.0
4766473,2.174642,41.442855,45.0
12202916,2.192005,41.407473,33.0
9602935,2.179198,41.402873,30.0
11418125,2.177566,41.382369,50.0
4173111,2.152725,41.402258,46.0
10038092,2.164072,41.404407,22.0
269559,2.15623,41.382526,256.0
7805026,2.123967,41.379435,22.0
8727626,2.17323,41.387564,89.0
1041060,2.162226,41.399194,89.0
346966,2.181374,41.385215,135.0
7659883,2.177194,41.388349,120.0
10829868,2.150203,41.381202,39.0
1072256,2.155895,41.373799,43.0
10074803,2.154018,41.377371,28.0
1808631,2.174364,41.386485,185.0
5187337,2.157943,41.419096,120.0
5903802,2.146732,41.403207,85.0
4594500,2.173818,41.38617,25.0
9930682,2.17121,41.377523,69.0
154281,2.172807,41.377994,45.0
8862879,2.179579,41.381054,104.0
3111425,2.151369,41.380934,85.0
3274352,2.181178,41.387956,152.0
11719178,2.166673,41.38655,46.0
5858602,2.176297,41.395545,40.0
10629888,2.186505,41.417692,36.0
9879245,2.169502,41.376219,78.0
11030274,2.145669,41.376453,61.0
7522559,2.169249,41.398767,35.0
1814149,2.151514,41.417871,50.0
11008465,2.178979,41.403874,84.0
5847467,2.174844,41.379808,75.0
690639,2.203578,41.424316,20.0
7755595,2.162263,41.395432,50.0
3059538,2.125674,41.380336,45.0
9401487,2.190287,41.412531,60.0
9449969,2.191663,41.394859,450.0
8197525,2.175252,41.391269,25.0
138055,2.175729,41.407643,105.0
2258125,2.177742,41.402095,59.0
5328509,2.140035,41.407506,50.0
6698980,2.150884,41.398901,60.0
6000811,2.181868,41.386673,94.0
7013300,2.173928,41.388803,115.0
9012327,2.178175,41.384735,25.0
11012484,2.157592,41.403487,40.0
2788213,2.177476,41.396801,105.0
8452825,2.182296,41.383498,48.0
2985092,2.16263,41.385363,100.0
7669190,2.176981,41.387924,30.0
4141367,2.151724,41.381062,110.0
9720815,2.159854,41.380507,175.0
5465623,2.112509,41.414123,101.0
6897689,2.145102,41.371373,19.0
1212211,2.188518,41.396823,70.0
1228172,2.155061,41.381815,100.0
3247491,2.182632,41.395943,29.0
9559174,2.180914,41.385801,41.0
6267162,2.165934,41.407917,25.0
4053443,2.187912,41.437815,50.0
3419405,2.171644,41.40318,110.0
5778607,2.181481,41.396706,29.0
1234139,2.152716,41.386989,371.0
2366928,2.173772,41.401232,30.0
7589273,2.179573,41.422578,35.0
8787266,2.1593,41.400436,145.0
9345989,2.165294,41.371925,100.0
4614023,2.139694,41.383792,36.0
8360316,2.150894,41.378595,21.0
3012555,2.164106,41.373487,50.0
5465341,2.212498,41.406359,150.0
2922665,2.170575,41.402154,39.0
2224954,2.17678,41.381867,50.0
6540280,2.169768,41.376134,30.0
996059,2.160004,41.386978,94.0
6152867,2.147458,41.416392,60.0
12130867,2.158396,41.41345,50.0
3365437,2.158244,41.382714,18.0
1149439,2.177069,41.376881,60.0
3355596,2.169615,41.38417,25.0
7042571,2.175979,41.378597,31.0
12161876,2.15355,41.404958,41.0
823437,2.168137,41.384636,32.0
11426829,2.176093,41.412258,95.0
196798,2.163466,41.371007,30.0
9417452,2.159873,41.385552,35.0
9405335,2.156971,41.379991,29.0
8573936,2.154979,41.396011,71.0
2556695,2.168938,41.375527,50.0
2684632,2.161615,41.409521,27.0
5198032,2.160765,41.37862,150.0
7049201,2.181404,41.422203,28.0
2807247,2.13355,41.403399,241.0
2449871,2.162541,41.37651,79.0
1038464,2.152418,41.38048,45.0
8772449,2.181868,41.394706,21.0
10914239,2.1726,41.383338,48.0
504945,2.181173,41.388309,50.0
11757034,2.143095,41.37412,96.0
6846453,2.151126,41.383023,45.0
2329203,2.142932,41.374803,28.0
12004075,2.140855,41.373542,20.0
3420035,2.173332,41.393369,16.0
4233354,2.179224,41.415238,15.0
6059125,2.216067,41.406612,501.0
3825195,2.141104,41.386432,36.0
916232,2.163153,41.391171,125.0
7219471,2.19476,41.393411,58.0
6484686,2.177273,41.405315,89.0
8738433,2.121492,41.398828,65.0
10084019,2.178966,41.385408,39.0
2345054,2.146861,41.379623,1935.0
1744379,2.174655,41.406219,88.0
9485061,2.177102,41.388389,69.0
1682376,2.159858,41.410764,50.0
7196309,2.13797,41.404286,60.0
1326130,2.154629,41.40209,180.0
695077,2.205611,41.422543,50.0
4380982,2.176289,41.394371,199.0
11180568,2.212612,41.416599,61.0
9982857,2.206716,41.396494,149.0
4528187,2.160941,41.383974,103.0
4779922,2.195392,41.393295,231.0
11507767,2.181712,41.380972,59.0
11986700,2.178285,41.38926,80.0
11789412,2.137153,41.396034,100.0
3920262,2.165464,41.373681,120.0
11166438,2.189254,41.406591,20.0
6773835,2.169333,41.373314,30.0
8677716,2.159057,41.402138,58.0
3256638,2.160651,41.376371,64.0
3245426,2.195731,41.40441,45.0
2789305,2.166244,41.37159,60.0
10455563,2.179946,41.379763,35.0
3561740,2.15753,41.38267,29.0
9730803,2.169054,41.40346,124.0
1284653,2.179275,41.391042,40.0
3896109,2.142517,41.433711,28.0
8249976,2.172939,41.379561,40.0
10592748,2.184113,41.411777,60.0
6547870,2.170109,41.415215,75.0
4030869,2.177381,41.40426,92.0
2490660,2.170505,41.408966,58.0
3414033,2.14756,41.413791,160.0
9287827,2.160322,41.380123,37.0
10131952,2.164801,41.406563,95.0
8332092,2.166649,41.380685,60.0
9113290,2.18359,41.400861,18.0
957920,2.161608,41.40331,117.0
2472646,2.187586,41.375087,18.0
3847386,2.170594,41.373765,135.0
5015728,2.159901,41.402668,60.0
3652362,2.170358,41.40446,154.0
3525127,2.159174,41.389281,70.0
11890842,2.19964,41.4067,130.0
6237433,2.17554,41.431012,18.0
11375410,2.191555,41.379997,119.0
11877232,2.162925,41.418164,35.0
2697138,2.164189,41.381693,75.0
4513403,2.167162,41.408567,35.0
2173523,2.180495,41.412114,35.0
11384825,2.162027,41.375072,130.0
716311,2.176744,41.399453,104.0
2324448,2.202589,41.385582,117.0
5280449,2.138831,41.375408,19.0
6601867,2.168602,41.398791,120.0
7791765,2.13564,41.408192,23.0
10666389,2.137669,41.412572,100.0
10430037,2.165482,41.385992,150.0
10122031,2.163389,41.402345,90.0
6609420,2.15203,41.386443,39.0
1505365,2.164532,41.401369,96.0
11687421,2.181839,41.410967,18.0
3536281,2.131651,41.375571,89.0
7568173,2.14524,41.407924,100.0
11081891,2.165333,41.371838,15.0
8149689,2.173588,41.398544,42.0
7854088,2.178946,41.38153,40.0
640867,2.168639,41.41128,25.0
3108830,2.214789,41.40385,551.0
5700408,2.207487,41.39988,280.0
10585761,2.16775,41.396988,120.0
10620685,2.180063,41.380758,194.0
6515327,2.148825,41.421124,40.0
9311058,2.190722,41.392615,69.0
6695930,2.17433,41.376306,47.0
852195,2.15637,41.3846,85.0
10472140,2.186893,41.432497,25.0
3619321,2.175875,41.409496,80.0
4648272,2.196016,41.402903,240.0
1169191,2.173658,41.402622,291.0
11588062,2.191584,41.396658,100.0
8125733,2.183453,41.384767,100.0
4720955,2.170883,41.374852,60.0
1253605,2.184887,41.401153,41.0
897943,2.191388,41.380642,49.0
3037035,2.210636,41.406739,45.0
5136293,2.176978,41.399757,98.0
578558,2.180671,41.397858,300.0
7544759,2.176715,41.382594,35.0
777527,2.16379,41.376472,98.0
8226365,2.15213,41.381636,45.0
8099214,2.195596,41.38984,100.0
7936840,2.203219,41.400005,50.0
9380158,2.144852,41.412505,70.0
1903974,2.153028,41.381337,35.0
11402929,2.180722,41.399997,35.0
2053772,2.17371,41.407639,68.0
11951172,2.164828,41.413686,29.0
1454173,2.16065,41.383794,99.0
10344986,2.164837,41.3802,75.0
2259892,2.170311,41.404678,110.0
130227,2.212606,41.406009,39.0
3743640,2.171307,41.418438,20.0
942574,2.177923,41.38376,71.0
11467439,2.155497,41.374315,80.0
9469804,2.157703,41.404627,79.0
6283627,2.174963,41.395941,110.0
4557349,2.176422,41.407411,60.0
12201484,2.175054,41.436006,28.0
1821064,2.137253,41.376062,125.0
4927253,2.13969,41.404531,64.0
9995579,2.192455,41.380487,70.0
12209708,2.181943,41.385143,75.0
2775642,2.175903,41.391174,130.0
11968269,2.172677,41.402829,28.0
6448693,2.166535,41.372318,52.0
9075880,2.178162,41.44843,60.0
9935318,2.148557,41.37403,26.0
8291755,2.197342,41.385419,117.0
11981472,2.163174,41.383842,30.0
12108907,2.185462,41.405632,20.0
2649303,2.168804,41.40194,20.0
10129465,2.187819,41.408675,100.0
7754054,2.175655,41.390038,131.0
1792141,2.146417,41.406218,70.0
2895411,2.179062,41.399439,45.0
8044118,2.194172,41.398169,45.0
3237582,2.164154,41.373816,101.0
5044714,2.174009,41.380824,70.0
8502640,2.176662,41.418544,40.0
12245337,2.177525,41.409007,85.0
7345285,2.156148,41.376745,40.0
11050179,2.188267,41.418934,17.0
6335567,2.149605,41.378802,64.0
6639340,2.176477,41.386775,60.0
10027256,2.175131,41.440231,16.0
3145978,2.173656,41.419183,35.0
9802693,2.175133,41.440365,50.0
7695849,2.178708,41.401166,49.0
3161722,2.173366,41.407386,99.0
2776901,2.165634,41.386367,199.0
5097448,2.175273,41.399701,100.0
5603526,2.164937,41.392785,40.0
3697205,2.17621,41.383057,28.0
6542744,2.160575,41.389007,112.0
879036,2.159421,41.385272,45.0
5178443,2.161383,41.399149,80.0
9783938,2.190756,41.393457,95.0
4810134,2.161626,41.401072,21.0
510923,2.18061,41.422552,90.0
9970414,2.176822,41.381389,30.0
3007327,2.168474,41.419941,180.0
4399271,2.156139,41.397736,240.0
2410650,2.161512,41.40282,85.0
1843084,2.16194,41.39862,120.0
9056233,2.184307,41.385153,95.0
9140899,2.210912,41.405491,150.0
9721334,2.159343,41.378776,125.0
3488465,2.181169,41.398731,40.0
12086364,2.182077,41.415066,15.0
1639854,2.179944,41.394992,22.0
11209442,2.168946,41.4152,35.0
10591138,2.160514,41.380174,30.0
8218076,2.166233,41.378314,30.0
3016223,2.16291,41.414403,54.0
11615256,2.108208,41.414827,160.0
1719107,2.155512,41.400917,40.0
3372135,2.156741,41.403137,27.0
9727954,2.171944,41.373083,250.0
3228173,2.162033,41.376132,119.0
6834341,2.174737,41.410616,70.0
4098204,2.15176,41.392261,1513.0
12146217,2.178538,41.389605,50.0
9466834,2.160684,41.381414,70.0
12146213,2.156236,41.392038,116.0
3378838,2.160989,41.372262,30.0
6713285,2.19331,41.39366,55.0
11467502,2.153312,41.378467,30.0
380433,2.158267,41.40015,11.0
6242958,2.161693,41.373756,29.0
2494484,2.200903,41.398775,54.0
6681323,2.187921,41.419812,25.0
323854,2.175494,41.406575,30.0
2951974,2.170366,41.403602,71.0
137993,2.138902,41.391928,200.0
11942080,2.171509,41.383779,30.0
9747254,2.167847,41.378141,60.0
8765659,2.148215,41.410494,68.0
1397099,2.169211,41.381902,111.0
7619696,2.172457,41.371377,30.0
11356361,2.181606,41.413574,10.0
6969732,2.16466,41.380067,102.0
7033426,2.179602,41.385172,54.0
899204,2.143852,41.397483,35.0
9871238,2.175168,41.381341,50.0
996288,2.184522,41.390409,107.0
11109839,2.166752,41.408715,29.0
4256038,2.177413,41.400024,85.0
8693887,2.211704,41.416051,20.0
11747953,2.201825,41.386964,39.0
12153586,2.11631,41.376268,32.0
11222196,2.171491,41.406948,28.0
4050164,2.178915,41.38872,20.0
6770344,2.144136,41.379906,89.0
1260018,2.130155,41.372863,49.0
11278692,2.166539,41.375141,36.0
1727835,2.161703,41.38476,45.0
1264251,2.150022,41.390998,15.0
10959161,2.180978,41.387301,10.0
7832245,2.145744,41.370556,20.0
10446010,2.152382,41.376987,30.0
344736,2.179782,41.388154,135.0
4656439,2.214392,41.406993,180.0
10661836,2.169435,41.377944,60.0
6139692,2.188741,41.396008,60.0
5691796,2.152354,41.402892,74.0
11232957,2.179889,41.3889,58.0
3130602,2.173808,41.388661,99.0
12001746,2.156822,41.380686,25.0
9059466,2.184037,41.385245,190.0
342775,2.149754,41.398862,50.0
487233,2.163595,41.37067,119.0
7212225,2.19212,41.429021,41.0
7199684,2.158233,41.401929,30.0
2441991,2.168481,41.401919,20.0
1193667,2.136693,41.377767,75.0
4816494,2.155273,41.372454,55.0
2495288,2.150366,41.381668,70.0
1671843,2.148745,41.40896,18.0
3634081,2.198909,41.41282,29.0
10892523,2.170994,41.37849,46.0
3214722,2.179859,41.38022,32.0
8666346,2.172127,41.398981,42.0
12101199,2.165929,41.381702,30.0
10051885,2.141929,41.373398,50.0
2226387,2.174033,41.40958,84.0
8645208,2.207942,41.420954,35.0
8947017,2.172887,41.396212,50.0
2026106,2.178786,41.407458,97.0
4259651,2.18139,41.381984,160.0
9537712,2.145285,41.374017,84.0
9881483,2.179712,41.380849,47.0
8138792,2.150013,41.41816,96.0
10522509,2.176729,41.389873,18.0
2987539,2.155898,41.390778,171.0
7770900,2.175686,41.409596,45.0
8899824,2.188633,41.40678,42.0
9639545,2.173089,41.40567,22.0
3911241,2.178988,41.397995,35.0
10853446,2.151046,41.407212,20.0
7086231,2.148101,41.401509,48.0
11824332,2.17798,41.399234,22.0
8533671,2.182669,41.38327,139.0
7780048,2.157706,41.389928,25.0
197267,2.151865,41.405225,59.0
9934230,2.148746,41.405287,30.0
6780716,2.135215,41.367572,22.0
11877932,2.174283,41.404733,165.0
11231452,2.177536,41.390476,100.0
3915633,2.154461,41.389493,29.0
6790073,2.182835,41.381962,39.0
6118613,2.161453,41.380213,35.0
8560332,2.158227,41.39911,19.0
6885944,2.178933,41.41376,114.0
5469061,2.186381,41.442121,14.0
11383597,2.182316,41.383629,80.0
11512822,2.200612,41.404928,35.0
6758732,2.175079,41.419808,40.0
9291385,2.178632,41.400644,176.0
10787077,2.191341,41.397505,25.0
2877579,2.172403,41.413156,100.0
5841709,2.175322,41.402936,180.0
5954913,2.14091,41.385871,79.0
681651,2.162318,41.384479,120.0
1426674,2.138317,41.375951,77.0
5028394,2.172659,41.378114,150.0
6610554,2.176463,41.37892,70.0
3235517,2.147575,41.39879,200.0
847195,2.154716,41.384708,90.0
5895869,2.16238,41.406157,25.0
6477717,2.207915,41.41782,10.0
181824,2.202858,41.40527,54.0
3746468,2.175065,41.43632,19.0
6471655,2.151782,41.391179,45.0
6023676,2.141576,41.405097,47.0
1334863,2.196724,41.387739,100.0
1218515,2.179878,41.382307,60.0
2443377,2.158888,41.376683,39.0
9731830,2.136155,41.372881,70.0
725069,2.19771,41.401607,35.0
9722756,2.159839,41.381707,145.0
5695033,2.177211,41.407365,25.0
7749202,2.186218,41.393361,79.0
3762200,2.15888,41.382444,30.0
6845321,2.126535,41.382388,22.0
11888246,2.162552,41.397607,150.0
5454764,2.215239,41.412263,100.0
3966578,2.154313,41.382167,18.0
2307843,2.151224,41.374795,199.0
9650447,2.131892,41.382353,45.0
2184062,2.158583,41.388767,90.0
7346620,2.157381,41.407818,83.0
11770398,2.16782,41.372449,32.0
7914991,2.172625,41.436716,20.0
7896395,2.171994,41.378508,25.0
6314518,2.199597,41.414599,41.0
2368976,2.201313,41.400382,90.0
9132716,2.162664,41.400841,52.0
8919253,2.12698,41.37784,115.0
6798377,2.188228,41.409052,39.0
11916914,2.14398,41.387292,25.0
9743431,2.159615,41.380174,25.0
191303,2.181491,41.384718,82.0
11367470,2.144183,41.394657,200.0
2369113,2.15573,41.405716,29.0
7647206,2.177114,41.403267,90.0
9967037,2.178331,41.395281,25.0
5270525,2.149441,41.412638,80.0
9166230,2.133578,41.373467,30.0
4772996,2.162698,41.379321,39.0
1312461,2.147008,41.383683,85.0
7647208,2.185381,41.392178,39.0
8754764,2.190723,41.379087,24.0
9069105,2.159484,41.376697,20.0
1723940,2.205025,41.413275,25.0
7234582,2.163415,41.39574,46.0
11904125,2.153528,41.407983,52.0
5170965,2.152721,41.385559,30.0
3129536,2.151565,41.399492,40.0
11178008,2.179737,41.385801,319.0
795991,2.166388,41.372951,80.0
4682760,2.212579,41.405933,411.0
1478175,2.155535,41.384637,65.0
1112838,2.15566,41.374795,105.0
6626492,2.159878,41.406186,36.0
11528039,2.173394,41.437515,40.0
8316939,2.181725,41.387636,70.0
2314336,2.166289,41.374312,50.0
7609771,2.175202,41.405073,165.0
4697931,2.160852,41.374485,58.0
9604070,2.158324,41.382413,29.0
5067184,2.173252,41.434943,19.0
3017639,2.209261,41.402201,39.0
9208882,2.171025,41.412795,100.0
4837240,2.136463,41.384382,80.0
268024,2.163966,41.40275,105.0
11781323,2.151515,41.399375,89.0
4781114,2.172011,41.387775,30.0
7692301,2.140217,41.394783,150.0
4059340,2.181997,41.403784,16.0
536645,2.15077,41.418143,90.0
4047378,2.160514,41.381194,89.0
7910472,2.201122,41.419013,26.0
6151852,2.189975,41.413965,16.0
8178004,2.185826,41.410699,24.0
6081936,2.153272,41.40146,34.0
8920301,2.172475,41.380214,70.0
4821003,2.160454,41.382307,25.0
6218614,2.200021,41.386065,64.0
1142631,2.137422,41.407073,100.0
11364692,2.173932,41.405471,347.0
10986304,2.19112,41.377818,90.0
724820,2.147516,41.373561,90.0
