,24h_checkin,Air_conditioning,Bedroom_lock,Breakfast,Elevator,Essentials,Heating,Internet,Kitchen,Pets_allowed,Smoking_allowed,TV,Washer,accommodates,bathrooms,bedrooms,cancel_pol,host_id,l_count,latitude,longitude,minstay,price,property_type,rating,room_type,superhost,neighbourhood,January,February,March,April,May,June,July,August,September,October,November,December,Total_days,Availability,Ja_rcounts,Fe_rcounts,Mar_rcounts,Ap_rcounts,May_rcounts,Jun_rcounts,Jul_rcounts,Au_rcounts,Se_rcounts,Oc_rcounts,No_rcounts,De_rcounts,Total_rcounts,Est_bookings,Occupancy_rate,Income_year,Income_month
772605,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,2.0,1.0,moderate,4076221,0.0,41.383101,2.16102,3.0,70.0,Apartment,5.0,Private room,0,Sant Antoni,23,29,31,30,31,30,31,31,30,31,30,31,358.0,98.08,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.35051546392,210.0,17.5
7726168,1,1,0,1,1,1,1,1,1,1,1,1,1,3.0,1.0,1.0,moderate,40594610,1.0,41.402631,2.202404,3.0,80.0,House,4.5,Entire home/apt,0,el Poblenou,0,29,31,30,31,30,31,31,30,31,30,31,335.0,91.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,10.0,5.0,0.824175824176,1200.0,100.0
772647,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,2.0,3.0,strict,4076744,0.0,41.378282,2.178248,3.0,195.0,Apartment,4.5,Entire home/apt,0,el Barri Gtic,23,20,23,15,15,23,11,19,30,31,30,31,271.0,74.25,2.0,4.0,1.67,3.5,5.0,1.0,3.0,3.0,3.0,3.5,3.5,2.0,35.17,17.585,0.413223140496,10287.225,857.26875
7728034,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,2.0,3.0,moderate,26957005,1.0,41.380748,2.149705,1.0,89.0,Apartment,4.0,Entire home/apt,0,la Nova Esquerra de l'Eixample,0,0,0,0,0,0,0,2,30,31,30,31,124.0,33.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,10.0961538462,44.5,3.70833333333
7728626,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,flexible,32206068,1.0,41.373274,2.163151,1.0,30.0,House,4.5,Private room,0,el Poble Sec,27,29,31,30,31,30,31,31,30,31,30,31,362.0,99.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.5,3.16265060241,45.0,3.75
772937,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,2.0,1.0,moderate,4076221,0.0,41.384467,2.16246,3.0,40.0,Apartment,5.0,Private room,0,Sant Antoni,29,29,31,30,31,30,31,31,30,31,30,31,364.0,99.73,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,7.0,3.5,0.887573964497,420.0,35.0
7729859,1,1,0,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,moderate,40617516,1.0,41.406452,2.203369,2.0,80.0,Apartment,4.5,Entire home/apt,0,el Poblenou,9,29,31,30,31,30,31,31,30,31,30,31,344.0,94.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,4.0,2.0,0.824175824176,320.0,26.6666666667
773014,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,2.0,1.0,moderate,4076221,3.0,41.383067,2.16223,3.0,33.0,Apartment,5.0,Private room,0,Sant Antoni,29,29,31,30,31,30,31,31,30,31,30,31,364.0,99.73,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,2.0,8.21917808219,198.0,16.5
7730163,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,moderate,3396344,1.0,41.37294,2.157897,1.0,32.0,Apartment,4.5,Private room,0,el Poble Sec,16,29,31,30,31,30,31,31,30,31,30,31,351.0,96.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,1.64835164835,16.0,1.33333333333
7732048,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,1.0,2.0,moderate,38188090,0.0,41.39919,2.175137,2.0,45.0,Apartment,5.0,Entire home/apt,0,el Fort Pienc,4,7,9,11,27,30,31,31,30,31,30,31,272.0,74.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,2.0,13.0,6.5,1.89873417722,585.0,48.75
7732818,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,strict,40635990,1.0,41.378225,2.189233,1.0,45.0,Bed & Breakfast,5.0,Private room,0,la Barceloneta,0,0,0,0,0,0,0,2,30,31,30,31,124.0,33.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,6.0,3.0,16.429245283,135.0,11.25
773451,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,2.0,3.0,strict,4076744,0.0,41.379967,2.178551,3.0,180.0,Apartment,4.5,Entire home/apt,0,el Barri Gtic,21,18,23,14,20,19,13,22,30,31,30,31,272.0,74.52,1.0,1.5,3.0,1.5,3.0,3.0,2.5,3.5,1.67,2.33,2.0,2.0,27.0,13.5,25.3491620112,7290.0,607.5
773523,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,2.0,3.0,strict,4076744,7.0,41.40355,2.17512,3.0,115.0,Apartment,4.0,Entire home/apt,0,la Sagrada Famlia,20,21,27,30,28,27,30,31,30,31,30,31,336.0,92.05,0.0,0.0,1.0,2.0,1.5,2.0,1.5,2.0,2.0,2.0,2.0,2.0,18.0,9.0,39.6226415094,3105.0,258.75
7736038,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,flexible,2537261,1.0,41.398417,2.180307,1.0,45.0,Apartment,4.5,Private room,0,el Fort Pienc,29,28,31,30,31,30,31,31,30,31,30,31,363.0,99.45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,9.0,4.5,4.46096654275,202.5,16.875
7736446,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,1.0,1.0,flexible,40659739,1.0,41.405375,2.180367,4.0,79.0,Apartment,4.5,Entire home/apt,0,la Sagrada Famlia,22,24,27,30,31,30,31,31,30,31,30,31,348.0,95.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,6.0,3.0,1.60714285714,948.0,79.0
7736997,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,moderate,40664388,1.0,41.373475,2.165349,1.0,29.0,Apartment,5.0,Private room,0,el Poble Sec,29,29,31,30,31,30,31,31,30,31,30,31,364.0,99.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,3.37078651685,14.5,1.20833333333
7737952,1,1,0,1,1,1,1,1,1,1,1,1,1,3.0,1.0,1.0,moderate,6597170,1.0,41.374601,2.168467,2.0,80.0,Apartment,4.0,Entire home/apt,0,el Poble Sec,5,0,0,0,0,0,0,1,30,31,30,31,128.0,35.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.13636363636,160.0,13.3333333333
773802,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,0.0,5.0,strict,4076744,0.0,41.403447,2.165863,3.0,230.0,Apartment,4.0,Entire home/apt,0,el Camp d'en Grassot i Grcia Nova,14,16,22,11,17,17,20,21,30,25,30,31,254.0,69.59,1.0,4.0,3.0,2.0,2.0,2.33,1.67,2.0,1.5,2.5,1.0,2.33,25.33,12.665,4.89614243323,8738.85,728.2375
7739629,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,flexible,1727357,1.0,41.403681,2.155722,1.0,46.0,Apartment,5.0,Private room,0,la Vila de Grcia,26,0,0,0,0,0,0,1,30,31,30,31,149.0,40.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,10.4958563536,46.0,3.83333333333
7739780,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,1.0,1.0,strict,24350670,0.0,41.384067,2.135497,1.0,90.0,Apartment,5.0,Entire home/apt,0,les Corts,19,29,31,30,31,30,0,0,0,30,30,31,261.0,71.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,1.5,1.97368421053,135.0,11.25
7740266,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,2.0,1.0,flexible,40683385,1.0,41.391514,2.177014,2.0,45.0,House,5.0,Private room,0,la Dreta de l'Eixample,14,29,31,30,31,30,31,31,30,31,30,31,349.0,95.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,4.0,2.0,4.21686746988,180.0,15.0
7741092,1,1,0,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,strict,38449512,0.0,41.383691,2.153268,3.0,48.0,Apartment,4.0,Entire home/apt,0,la Nova Esquerra de l'Eixample,28,29,31,30,31,30,31,31,30,31,30,31,363.0,99.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,2.0,10.0,5.0,0.831024930748,720.0,60.0
7741606,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,3.0,3.0,flexible,7597192,1.0,41.383923,2.180889,3.0,300.0,Apartment,5.0,Entire home/apt,0,"Sant Pere, Santa Caterina i la Ribera",22,29,31,30,31,30,31,31,30,31,30,31,357.0,97.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,9.01639344262,450.0,37.5
7741775,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,2.0,3.0,moderate,35867374,3.0,41.384185,2.195233,1.0,260.0,Apartment,4.0,Entire home/apt,0,la Barceloneta,17,18,23,26,26,28,27,31,30,31,30,31,318.0,87.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.413223140496,130.0,10.8333333333
7741864,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,strict,38254371,0.0,41.379511,2.137095,1.0,20.0,Bed & Breakfast,4.0,Private room,0,Sants,27,29,31,30,31,30,31,31,30,31,30,31,362.0,99.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,4.0,2.0,5.0,40.0,3.33333333333
7743583,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,1.0,2.0,flexible,3420040,1.0,41.396472,2.163009,3.0,66.0,Apartment,5.0,Entire home/apt,0,la Dreta de l'Eixample,0,0,0,0,0,0,0,1,30,31,30,31,123.0,33.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.441176470588,99.0,8.25
7744391,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,flexible,40706196,1.0,41.375762,2.139061,1.0,21.0,Apartment,5.0,Private room,0,Sants,7,0,0,0,0,0,0,0,0,23,30,31,91.0,24.93,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,7.0,3.5,1.23966942149,73.5,6.125
7745595,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,0.0,1.0,moderate,40713547,0.0,41.38163,2.178259,1.0,38.0,Apartment,4.0,Private room,0,el Barri Gtic,29,29,31,30,31,30,0,0,0,0,0,0,180.0,49.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,7.0,5.0,0.0,21.0,10.5,11.25,399.0,33.25
7746497,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,1.0,2.0,flexible,13898591,1.0,41.385345,2.158888,3.0,120.0,Apartment,4.0,Entire home/apt,0,l'Antiga Esquerra de l'Eixample,26,17,24,25,29,23,31,31,30,31,30,31,328.0,89.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,7.08333333333,180.0,15.0
7746652,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,2.0,1.0,moderate,40697315,1.0,41.370722,2.144104,2.0,23.0,Apartment,5.0,Private room,0,la Font de la Guatlla,28,29,31,30,31,30,31,31,30,31,30,31,363.0,99.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,8.0,4.0,1.26050420168,184.0,15.3333333333
7747745,1,1,0,1,1,1,1,1,1,1,1,1,1,5.0,2.0,3.0,strict,2320210,0.0,41.382954,2.154983,3.0,180.0,Apartment,3.0,Entire home/apt,0,la Nova Esquerra de l'Eixample,22,23,31,27,31,30,31,31,30,31,30,31,348.0,95.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,3.14685314685,270.0,22.5
774843,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,1.0,1.0,strict,4068251,0.0,41.372161,2.163042,2.0,39.0,Apartment,4.5,Entire home/apt,0,el Poble Sec,7,7,5,7,9,5,26,31,28,31,30,31,217.0,59.45,1.0,1.0,2.0,5.0,4.5,2.5,3.5,1.33,2.33,2.0,4.0,2.0,31.16,15.58,3.07917888563,1215.24,101.27
7748477,1,1,0,1,1,1,1,1,1,1,1,1,1,3.0,1.0,2.0,flexible,9244083,1.0,41.408718,2.204126,4.0,60.0,Loft,4.0,Entire home/apt,0,Provenals del Poblenou,0,0,0,0,0,0,0,1,30,31,30,31,123.0,33.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.5,5.02793296089,360.0,30.0
7749202,1,1,1,1,1,1,1,1,1,1,1,1,1,4.0,2.0,1.0,flexible,14514810,1.0,41.393361,2.186218,1.0,79.0,Apartment,4.5,Private room,0,el Parc i la Llacuna del Poblenou,0,0,0,0,0,0,0,0,30,31,30,31,122.0,33.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.5069637883,79.0,6.58333333333
7749969,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1.0,strict,40741278,0.0,41.401256,2.170301,2.0,38.0,Apartment,4.0,Private room,0,la Dreta de l'Eixample,29,29,31,30,31,30,31,31,30,31,30,31,364.0,99.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,4.0,2.0,1.0,18.0,9.0,5.86592178771,684.0,57.0
7751253,1,1,0,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,strict,7543543,1.0,41.36851,2.139172,1.0,82.0,Condominium,4.5,Entire home/apt,0,la Bordeta,0,4,0,0,0,0,0,0,0,6,0,0,10.0,2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2.88461538462,82.0,6.83333333333
7755460,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,moderate,40716537,1.0,41.383557,2.139368,3.0,16.0,Apartment,4.5,Private room,0,les Corts,29,29,31,1,0,0,0,0,0,0,0,0,90.0,24.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,4.0,2.0,6.3202247191,96.0,8.0
7755595,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,0.0,1.0,moderate,37928392,1.0,41.395432,2.162263,2.0,50.0,Apartment,5.0,Private room,0,la Dreta de l'Eixample,22,0,0,0,0,0,0,0,0,29,30,31,112.0,30.68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,3.0,13.0,6.5,3.79746835443,650.0,54.1666666667
7755700,1,1,0,1,1,1,1,1,1,1,1,1,1,5.0,1.0,2.0,moderate,35867374,0.0,41.373281,2.188277,1.0,160.0,Apartment,3.0,Entire home/apt,0,la Barceloneta,20,24,24,30,27,27,31,31,30,31,30,31,336.0,92.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.955414012739,80.0,6.66666666667
7756189,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,2.0,4.0,flexible,40774543,2.0,41.396467,2.186358,1.0,300.0,Apartment,0.0,Entire home/apt,0,el Fort Pienc,0,0,0,0,0,0,0,0,30,31,30,31,122.0,33.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,7.48351648352,150.0,12.5
775644,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,1.0,2.0,strict,177617,0.0,41.380378,2.15302,3.0,115.0,Apartment,4.5,Entire home/apt,0,la Nova Esquerra de l'Eixample,10,25,31,30,31,30,31,31,22,31,30,31,333.0,91.23,1.0,1.0,2.5,1.67,4.5,3.0,2.67,2.0,3.0,2.0,1.0,0.0,24.34,12.17,2.17391304348,4198.65,349.8875
775664,1,1,0,1,1,1,1,1,1,1,1,1,1,5.0,1.0,2.0,flexible,1310304,0.0,41.388524,2.161631,3.0,107.0,Apartment,4.5,Entire home/apt,0,l'Antiga Esquerra de l'Eixample,27,23,31,30,31,30,31,31,30,31,30,31,356.0,97.53,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,7.0,3.5,0.416666666667,1123.5,93.625
7757714,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,flexible,38989932,2.0,41.396738,2.181615,1.0,25.0,Apartment,3.0,Private room,0,el Fort Pienc,29,29,31,30,31,30,31,31,30,31,30,31,364.0,99.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,1.5,5.15021459227,37.5,3.125
7759290,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,moderate,13478629,1.0,41.372841,2.143293,2.0,39.0,Apartment,5.0,Private room,0,Hostafrancs,29,29,31,2,0,0,0,0,0,0,0,0,91.0,24.93,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,2.0,2.17391304348,156.0,13.0
776038,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,1.0,3.0,moderate,4093480,1.0,41.403011,2.159911,2.0,70.0,Apartment,5.0,Entire home/apt,0,la Vila de Grcia,2,21,31,30,28,30,31,31,30,31,30,31,326.0,89.32,0.0,0.0,1.0,0.0,1.0,1.5,1.0,1.33,3.0,2.0,1.0,4.0,15.83,7.915,0.41782729805,1108.1,92.3416666667
7760505,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,0.0,3.0,moderate,1469475,1.0,41.384461,2.17568,2.0,120.0,Apartment,4.5,Entire home/apt,0,el Barri Gtic,27,23,31,30,31,30,31,31,30,31,30,31,356.0,97.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.0,10.0,5.0,9.6661341853,1200.0,100.0
7761323,1,1,1,1,1,1,1,1,1,1,1,1,1,3.0,0.0,1.0,strict,40741278,2.0,41.402912,2.170428,2.0,25.0,Apartment,3.5,Private room,0,la Sagrada Famlia,29,29,31,30,31,30,31,31,30,31,30,31,364.0,99.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,1.0,0.0,10.0,5.0,5.35714285714,250.0,20.8333333333
776151,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,0.0,3.0,strict,1310304,0.0,41.37421,2.150268,3.0,93.0,Apartment,5.0,Entire home/apt,0,el Poble Sec,22,24,28,30,31,30,27,31,30,31,30,31,345.0,94.52,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,12.0,6.0,0.420168067227,1674.0,139.5
7761614,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,strict,40731108,2.0,41.40226,2.157322,2.0,40.0,Apartment,5.0,Private room,0,la Vila de Grcia,29,29,31,30,31,30,31,31,30,31,30,31,364.0,99.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,1.38888888889,40.0,3.33333333333
7761647,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,strict,40731108,0.0,41.400893,2.158507,2.0,56.0,Apartment,4.5,Private room,0,la Vila de Grcia,29,29,31,30,31,30,31,31,30,31,30,31,364.0,99.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.1186440678,112.0,9.33333333333
7763093,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,flexible,7677298,1.0,41.411671,2.176657,1.0,38.0,Apartment,5.0,Private room,0,el Camp de l'Arpa del Clot,29,29,31,30,31,30,31,31,30,31,30,31,364.0,99.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,2.0,0.418994413408,76.0,6.33333333333
7769155,1,1,0,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,flexible,9116297,1.0,41.402097,2.163559,4.0,76.0,Loft,5.0,Entire home/apt,0,la Vila de Grcia,0,0,0,0,0,0,0,0,29,31,30,31,121.0,33.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,2.11267605634,152.0,12.6666666667
7769175,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,1.0,2.0,flexible,10680020,1.0,41.383302,2.185767,2.0,120.0,Apartment,4.5,Entire home/apt,0,"Sant Pere, Santa Caterina i la Ribera",27,24,31,30,19,18,31,26,29,25,30,31,321.0,87.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,4.0,2.0,0.416666666667,480.0,40.0
7769377,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,1.0,2.0,strict,23365238,1.0,41.408667,2.174321,3.0,69.0,Apartment,4.5,Entire home/apt,0,la Sagrada Famlia,27,29,31,30,31,30,31,31,30,31,30,31,362.0,99.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,3.34008097166,207.0,17.25
7769885,1,1,0,1,1,1,1,1,1,1,1,1,1,3.0,2.0,2.0,strict,37143752,0.0,41.387251,2.183293,2.0,100.0,Apartment,4.5,Entire home/apt,0,"Sant Pere, Santa Caterina i la Ribera",19,16,17,18,17,17,18,16,30,31,30,31,260.0,71.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,6.0,3.0,1.65289256198,600.0,50.0
7770900,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,1.0,3.0,strict,13344539,0.0,41.409596,2.175686,2.0,45.0,Apartment,4.0,Entire home/apt,0,la Sagrada Famlia,29,29,31,30,31,30,31,31,30,30,0,0,302.0,82.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,7.0,3.5,4.97237569061,315.0,26.25
7772504,1,1,0,1,1,1,1,1,1,1,1,1,1,3.0,1.0,2.0,strict,14529260,0.0,41.377657,2.174695,1.0,90.0,Apartment,4.5,Entire home/apt,0,el Raval,18,17,31,30,31,30,31,28,30,31,30,31,338.0,92.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,0.0,1.0,11.0,5.5,2.45098039216,495.0,41.25
7772555,1,1,0,1,1,1,1,1,1,1,1,1,1,2.0,1.0,2.0,strict,40885053,1.0,41.403167,2.137976,1.0,59.0,Condominium,4.5,Entire home/apt,0,Sant Gervasi - la Bonanova,28,29,31,30,31,30,31,31,30,31,30,31,363.0,99.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,5.0,2.5,13.9534883721,147.5,12.2916666667
7772712,1,1,0,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,moderate,40885666,1.0,41.383004,2.186601,4.0,160.0,Apartment,5.0,Entire home/apt,0,"Sant Pere, Santa Caterina i la Ribera",28,29,31,30,31,30,31,31,30,31,30,31,363.0,99.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.412087912088,320.0,26.6666666667
777527,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,1.0,3.0,flexible,2439400,0.0,41.376472,2.16379,2.0,98.0,Apartment,5.0,Entire home/apt,0,Sant Antoni,28,29,27,22,22,23,31,22,30,31,30,31,326.0,89.32,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,22.35,196.0,16.3333333333
777538,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,1.0,2.0,strict,3885805,4.0,41.384631,2.179332,2.0,90.0,Apartment,4.0,Entire home/apt,0,"Sant Pere, Santa Caterina i la Ribera",24,29,31,30,31,30,31,31,30,31,30,31,359.0,98.36,1.0,1.5,1.5,3.0,2.0,2.0,3.5,4.0,2.0,4.5,1.5,2.0,28.5,14.25,26.9370967742,2565.0,213.75
777587,1,1,0,1,1,1,1,1,1,1,1,1,1,5.0,1.0,2.0,moderate,4101093,0.0,41.376387,2.157426,3.0,99.0,Apartment,5.0,Entire home/apt,0,Sant Antoni,3,7,16,23,31,26,31,31,30,31,30,31,290.0,79.45,4.5,2.33,5.67,3.0,5.33,5.0,4.67,3.33,3.67,5.0,3.0,4.0,49.5,24.75,11.3571428571,7350.75,612.5625
777656,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,1.0,1.0,strict,4101218,1.0,41.380893,2.147098,3.0,105.0,Apartment,4.5,Entire home/apt,0,la Nova Esquerra de l'Eixample,15,29,31,30,31,30,31,31,30,31,30,31,350.0,95.89,0.0,0.0,0.0,0.0,1.33,1.0,1.0,1.0,0.0,1.0,0.0,0.0,5.33,2.665,0.559701492537,839.475,69.95625
7777757,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,moderate,1867966,1.0,41.411089,2.149393,2.0,18.0,Apartment,5.0,Private room,0,la Salut,2,0,1,30,31,30,31,31,30,31,30,31,278.0,76.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,2.0,0.412087912088,72.0,6.0
7779484,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,1.0,2.0,flexible,40930673,1.0,41.374724,2.162915,1.0,80.0,Apartment,4.5,Entire home/apt,0,el Poble Sec,0,0,0,0,0,0,0,0,28,31,30,31,120.0,32.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,2.0,2.06611570248,160.0,13.3333333333
7780048,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,flexible,3040421,0.0,41.389928,2.157706,1.0,25.0,Apartment,4.5,Private room,0,l'Antiga Esquerra de l'Eixample,14,29,31,30,31,30,31,31,30,31,30,31,349.0,95.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,3.0,4.36893203883,75.0,6.25
